position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
LAT-ch,6,parallel,1,"(2,3) -> (2,2)",-500,75189,0.117452,0.777557,0.777557
LAT-ch,6,parallel,2,"(2,3) -> (2,2)",-500,102900,0.141528,0.64528,0.32264
LAT-ch,4,sequential,1,"(7,6) -> (7,5)",-880,912,0.00123636,1,1
LAT-ch,4,parallel,1,"(7,6) -> (7,5)",-880,913,0.00124117,0.996125,0.996125
LAT-ch,4,parallel,2,"(7,6) -> (7,5)",-880,913,0.00124007,0.99701,0.498505
LAT-ch,5,sequential,1,"(7,6) -> (7,5)",-780,3342,0.00726707,1,1
LAT-ch,5,parallel,1,"(7,6) -> (7,5)",-780,3368,0.00733907,0.990189,0.990189
LAT-ch,5,parallel,2,"(7,6) -> (7,5)",-780,3368,0.00731012,0.99411,0.497055
LAT-ch,6,sequential,1,"(7,6) -> (7,5)",-780,13380,0.0236457,1,1
LAT-ch,6,parallel,1,"(7,6) -> (7,5)",-780,13434,0.0238668,0.990733,0.990733
LAT-ch,6,parallel,2,"(7,6) -> (7,5)",-780,13434,0.0238939,0.98961,0.494805
LAT-ch,4,sequential,1,"(0,2) -> (1,1)",300,3934,0.00255541,1,1
LAT-ch,4,parallel,1,"(0,2) -> (1,1)",300,3934,0.00254259,1.00504,1.00504
LAT-ch,4,parallel,2,"(0,2) -> (1,1)",300,3934,0.00254749,1.00311,0.501554
LAT-ch,5,sequential,1,"(0,2) -> (1,1)",300,13133,0.0252929,1,1
LAT-ch,5,parallel,1,"(0,2) -> (1,1)",300,13133,0.0254971,0.991991,0.991991
LAT-ch,5,parallel,2,"(0,2) -> (1,1)",300,13133,0.0253897,0.996185,0.498093
LAT-ch,6,sequential,1,"(0,2) -> (1,1)",620,185040,0.118693,1,1
LAT-ch,6,parallel,1,"(0,2) -> (1,1)",620,185040,0.118973,0.997646,0.997646
LAT-ch,6,parallel,2,"(0,2) -> (1,1)",620,185040,0.118659,1.00028,0.500142
LAT-ch,4,sequential,1,"(6,4) -> (3,7)",-210,2267,0.00701548,1,1
LAT-ch,4,parallel,1,"(6,4) -> (3,7)",-210,2420,0.00852771,0.822668,0.822668
LAT-ch,4,parallel,2,"(6,4) -> (3,7)",-210,2420,0.00845752,0.829496,0.414748
LAT-ch,5,sequential,1,"(6,4) -> (3,7)",-110,20573,0.0183676,1,1
LAT-ch,5,parallel,1,"(6,4) -> (3,7)",-110,24430,0.022043,0.833261,0.833261
LAT-ch,5,parallel,2,"(6,4) -> (3,7)",-110,24430,0.0219407,0.837144,0.418572
LAT-ch,6,sequential,1,"(6,4) -> (3,7)",-310,35705,0.0915334,1,1
LAT-ch,6,parallel,1,"(6,4) -> (3,7)",-310,43278,0.12151,0.753299,0.753299
LAT-ch,6,parallel,2,"(6,4) -> (3,7)",-310,43278,0.121196,0.755248,0.377624
URS-chTJ,4,sequential,1,"(7,1) -> (6,1)",-400,6169,0.00466913,1,1
URS-chTJ,4,parallel,1,"(7,1) -> (6,1)",-400,6767,0.00520157,0.897638,0.897638
URS-chTJ,4,parallel,2,"(7,1) -> (6,1)",-400,6767,0.00514281,0.907895,0.453948
URS-chTJ,5,sequential,1,"(7,1) -> (7,2)",100,10490,0.0235883,1,1
URS-chTJ,5,parallel,1,"(7,1) -> (7,2)",100,11395,0.0266296,0.885791,0.885791
URS-chTJ,5,parallel,2,"(7,1) -> (7,2)",100,15114,0.0377622,0.624652,0.312326
URS-chTJ,6,sequential,1,"(7,1) -> (6,1)",-580,91032,0.0861283,1,1
URS-chTJ,6,parallel,1,"(7,1) -> (6,1)",-580,109938,0.102596,0.839488,0.839488
URS-chTJ,6,parallel,2,"(7,1) -> (6,1)",-580,109938,0.10278,0.837986,0.418993
URS-chTJ,4,sequential,1,"(5,5) -> (4,5)",-430,5749,0.00893386,1,1
URS-chTJ,4,parallel,1,"(5,5) -> (4,5)",-430,6175,0.0119785,0.745826,0.745826
URS-chTJ,4,parallel,2,"(5,5) -> (5,7)",-430,6377,0.0114731,0.778677,0.389339
URS-chTJ,5,sequential,1,"(5,5) -> (5,4)",-330,28085,0.0438667,1,1
URS-chTJ,5,parallel,1,"(5,5) -> (5,4)",-330,35581,0.0505722,0.867408,0.867408
URS-chTJ,5,parallel,2,"(5,5) -> (5,4)",-330,38845,0.0601076,0.729803,0.364902
URS-chTJ,6,sequential,1,"(5,5) -> (5,4)",-430,116347,0.163654,1,1
URS-chTJ,6,parallel,1,"(5,5) -> (5,4)",-430,132999,0.221986,0.737226,0.737226
URS-chTJ,6,parallel,2,"(5,5) -> (5,4)",-430,168128,0.247801,0.660425,0.330213
URS-chTJ,4,sequential,1,"(5,0) -> (4,0)",100,1009,0.00203044,1,1
URS-chTJ,4,parallel,1,"(5,0) -> (4,0)",100,1097,0.00273724,0.741786,0.741786
URS-chTJ,4,parallel,2,"(5,0) -> (4,0)",100,1392,0.00297378,0.682781,0.341391
URS-chTJ,5,sequential,1,"(5,0) -> (4,0)",100,17353,0.0225529,1,1
URS-chTJ,5,parallel,1,"(5,0) -> (4,0)",100,20146,0.025659,0.878947,0.878947
URS-chTJ,5,parallel,2,"(5,0) -> (4,0)",100,20663,0.0265504,0.849438,0.424719
URS-chTJ,6,sequential,1,"(5,0) -> (4,0)",100,19255,0.0298198,1,1
URS-chTJ,6,parallel,1,"(5,0) -> (4,0)",100,23988,0.0435237,0.68514,0.68514
URS-chTJ,6,parallel,2,"(5,0) -> (4,0)",100,28626,0.0484794,0.615102,0.307551
URS-chTJ,4,sequential,1,"(7,6) -> (7,7)",-230,1639,0.00201945,1,1
URS-chTJ,4,parallel,1,"(7,6) -> (7,7)",-230,1760,0.00252325,0.800338,0.800338
URS-chTJ,4,parallel,2,"(7,6) -> (7,7)",-230,1790,0.00249895,0.808119,0.404059
URS-chTJ,5,sequential,1,"(7,6) -> (7,7)",-130,7805,0.00838459,1,1
URS-chTJ,5,parallel,1,"(7,6) -> (7,7)",-130,8700,0.0093601,0.89578,0.89578
URS-chTJ,5,parallel,2,"(7,6) -> (7,7)",-130,9646,0.0109574,0.765201,0.382601
URS-chTJ,6,sequential,1,"(4,3) -> (4,5)",-330,18259,0.0220964,1,1
URS-chTJ,6,parallel,1,"(4,3) -> (4,5)",-330,21450,0.0293754,0.752208,0.752208
URS-chTJ,6,parallel,2,"(4,3) -> (4,5)",-330,21450,0.0292775,0.754726,0.377363
URS-chTJ,4,sequential,1,"(2,5) -> (1,5)",1170,4217,0.00415709,1,1
URS-chTJ,4,parallel,1,"(2,5) -> (1,5)",1170,4352,0.00520177,0.799167,0.799167
URS-chTJ,4,parallel,2,"(2,5) -> (1,5)",1170,3547,0.00472517,0.879775,0.439888
URS-chTJ,5,sequential,1,"(4,5) -> (5,5)",1070,8326,0.0133131,1,1
URS-chTJ,5,parallel,1,"(4,5) -> (5,5)",1070,10980,0.0163239,0.815561,0.815561
URS-chTJ,5,parallel,2,"(4,5) -> (5,5)",1070,11005,0.015706,0.847647,0.423823
URS-chTJ,6,sequential,1,"(3,2) -> (7,6)",1390,68627,0.0570792,1,1
URS-chTJ,6,parallel,1,"(3,2) -> (7,6)",1390,81789,0.0808845,0.705687,0.705687
URS-chTJ,6,parallel,2,"(3,2) -> (7,6)",1390,121599,0.105933,0.538824,0.269412
URS-chTJ,4,sequential,1,"(7,7) -> (7,6)",-1090,908,0.00104993,1,1
URS-chTJ,4,parallel,1,"(7,7) -> (7,6)",-1090,908,0.00102707,1.02226,1.02226
URS-chTJ,4,parallel,2,"(7,7) -> (7,6)",-1090,908,0.0010388,1.01072,0.505359
URS-chTJ,5,sequential,1,"(7,7) -> (7,6)",-590,4002,0.006279,1,1
URS-chTJ,5,parallel,1,"(7,7) -> (7,6)",-590,4002,0.0062957,0.997348,0.997348
URS-chTJ,5,parallel,2,"(7,7) -> (7,6)",-590,4002,0.00629633,0.997248,0.498624
URS-chTJ,6,sequential,1,"(7,7) -> (7,6)",-600,14415,0.0239546,1,1
URS-chTJ,6,parallel,1,"(7,7) -> (7,6)",-600,14415,0.0239438,1.00045,1.00045
URS-chTJ,6,parallel,2,"(7,7) -> (7,6)",-600,14415,0.0239336,1.00088,0.500439
URS-chTJ Coop,4,sequential,1,"(2,6) -> (1,5)",-200,413,0.000574383,1,1
URS-chTJ Coop,4,parallel,1,"(2,6) -> (1,5)",-200,417,0.000581334,0.988043,0.988043
URS-chTJ Coop,4,parallel,2,"(2,6) -> (1,5)",-200,417,0.000567344,1.01241,0.506203
URS-chTJ Coop,5,sequential,1,"(2,6) -> (1,5)",-200,1705,0.00215729,1,1
URS-chTJ Coop,5,parallel,1,"(2,6) -> (1,5)",-200,1791,0.00223035,0.967244,0.967244
URS-chTJ Coop,5,parallel,2,"(2,6) -> (1,5)",-200,1791,0.00222211,0.970832,0.485416
URS-chTJ Coop,6,sequential,1,"(2,6) -> (1,5)",-200,4933,0.00638833,1,1
URS-chTJ Coop,6,parallel,1,"(2,6) -> (1,5)",-200,5142,0.00711116,0.898353,0.898353
URS-chTJ Coop,6,parallel,2,"(2,6) -> (1,5)",-200,5142,0.00711706,0.897608,0.448804
URS-chTJ Coop,4,sequential,1,"(4,0) -> (4,4)",100,4613,0.00737345,1,1
URS-chTJ Coop,4,parallel,1,"(4,0) -> (4,4)",100,4942,0.00912267,0.808256,0.808256
URS-chTJ Coop,4,parallel,2,"(4,0) -> (4,4)",100,4970,0.00901456,0.817949,0.408975
URS-chTJ Coop,5,sequential,1,"(6,3) -> (0,3)",-100,62712,0.0671958,1,1
URS-chTJ Coop,5,parallel,1,"(6,3) -> (0,3)",-100,80525,0.0810636,0.828927,0.828927
URS-chTJ Coop,5,parallel,2,"(4,0) -> (4,6)",-100,67193,0.0659723,1.01855,0.509273
URS-chTJ Coop,6,sequential,1,"(4,0) -> (4,4)",100,116671,0.165285,1,1
URS-chTJ Coop,6,parallel,1,"(4,0) -> (4,4)",100,150925,0.244174,0.676914,0.676914
URS-chTJ Coop,6,parallel,2,"(4,0) -> (4,4)",100,170381,0.260994,0.633288,0.316644
URS-chTJ Coop,4,sequential,1,"(0,6) -> (0,5)",500,1335,0.00113465,1,1
URS-chTJ Coop,4,parallel,1,"(0,6) -> (0,5)",500,1411,0.00136394,0.831897,0.831897
URS-chTJ Coop,4,parallel,2,"(0,6) -> (0,5)",500,1411,0.0013175,0.86122,0.43061
URS-chTJ Coop,5,sequential,1,"(1,2) -> (2,3)",170,2798,0.00360085,1,1
URS-chTJ Coop,5,parallel,1,"(1,2) -> (2,3)",170,3166,0.00423664,0.84993,0.84993
URS-chTJ Coop,5,parallel,2,"(1,2) -> (0,1)",170,2298,0.00289071,1.24566,0.622831
URS-chTJ Coop,6,sequential,1,"(0,6) -> (0,5)",500,14482,0.0103105,1,1
URS-chTJ Coop,6,parallel,1,"(0,6) -> (0,5)",500,16952,0.0129493,0.796219,0.796219
URS-chTJ Coop,6,parallel,2,"(0,6) -> (0,5)",500,16952,0.0128833,0.800295,0.400147
URS-chTJ Coop,4,sequential,1,"(4,3) -> (3,3)",0,350,0.000352888,1,1
URS-chTJ Coop,4,parallel,1,"(4,3) -> (3,3)",0,365,0.00046389,0.760715,0.760715
URS-chTJ Coop,4,parallel,2,"(4,3) -> (3,3)",0,415,0.000495747,0.711831,0.355915
URS-chTJ Coop,5,sequential,1,"(4,3) -> (3,3)",0,888,0.000872472,1,1
URS-chTJ Coop,5,parallel,1,"(4,3) -> (3,3)",0,1188,0.00113484,0.768808,0.768808
URS-chTJ Coop,5,parallel,2,"(4,2) -> (3,2)",0,1373,0.00129243,0.675063,0.337531
URS-chTJ Coop,6,sequential,1,"(4,3) -> (3,3)",0,2019,0.00205792,1,1
URS-chTJ Coop,6,parallel,1,"(4,3) -> (3,3)",0,2588,0.00288247,0.713946,0.713946
URS-chTJ Coop,6,parallel,2,"(4,2) -> (3,2)",0,3019,0.00338607,0.607761,0.303881
Riga-ch,4,sequential,1,"(1,5) -> (0,6)",1000002,1861,0.00150086,1,1
Riga-ch,4,parallel,1,"(1,5) -> (0,6)",1000002,1861,0.00146689,1.02316,1.02316
Riga-ch,4,parallel,2,"(1,5) -> (0,6)",1000002,1861,0.00147799,1.01547,0.507734
Riga-ch,5,sequential,1,"(1,5) -> (0,6)",1000003,4557,0.0129879,1,1
Riga-ch,5,parallel,1,"(1,5) -> (0,6)",1000003,4557,0.0130117,0.998175,0.998175
Riga-ch,5,parallel,2,"(1,5) -> (0,6)",1000003,4557,0.0130295,0.996809,0.498404
Riga-ch,6,sequential,1,"(1,5) -> (0,6)",1000004,50721,0.0480658,1,1
Riga-ch,6,parallel,1,"(1,5) -> (0,6)",1000004,50721,0.0487823,0.985312,0.985312
Riga-ch,6,parallel,2,"(1,5) -> (0,6)",1000004,50721,0.0481086,0.99911,0.499555
Riga-ch,4,sequential,1,"(2,5) -> (3,6)",100,662,0.000516901,1,1
Riga-ch,4,parallel,1,"(2,5) -> (3,6)",100,806,0.000623805,0.828626,0.828626
Riga-ch,4,parallel,2,"(2,5) -> (1,5)",100,414,0.000376633,1.37243,0.686213
Riga-ch,5,sequential,1,"(2,5) -> (3,6)",100,1496,0.00126045,1,1
Riga-ch,5,parallel,1,"(2,5) -> (3,6)",100,2007,0.00178238,0.707169,0.707169
Riga-ch,5,parallel,2,"(2,5) -> (1,5)",100,1130,0.000954055,1.32115,0.660574
Riga-ch,6,sequential,1,"(2,5) -> (3,6)",100,3547,0.00231599,1,1
Riga-ch,6,parallel,1,"(2,5) -> (3,6)",100,5236,0.00336827,0.687591,0.687591
Riga-ch,6,parallel,2,"(2,5) -> (1,5)",100,2324,0.00172193,1.345,0.672499
Riga-ch,4,sequential,1,"(4,6) -> (3,5)",320,469,0.000355253,1,1
Riga-ch,4,parallel,1,"(4,6) -> (3,5)",320,503,0.000522915,0.67937,0.67937
Riga-ch,4,parallel,2,"(4,6) -> (3,5)",320,503,0.000505534,0.702728,0.351364
Riga-ch,5,sequential,1,"(4,6) -> (3,6)",220,4717,0.00470162,1,1
Riga-ch,5,parallel,1,"(4,6) -> (3,6)",220,6576,0.00636319,0.738877,0.738877
Riga-ch,5,parallel,2,"(4,6) -> (3,6)",220,5454,0.00537685,0.874419,0.437209
Riga-ch,6,sequential,1,"(4,6) -> (3,5)",320,7667,0.0059446,1,1
Riga-ch,6,parallel,1,"(4,6) -> (3,5)",320,9271,0.00758491,0.78374,0.78374
Riga-ch,6,parallel,2,"(4,6) -> (3,5)",320,9271,0.00761246,0.780904,0.390452
Riga-ch,4,sequential,1,"(0,5) -> (2,7)",100,742,0.00113512,1,1
Riga-ch,4,parallel,1,"(0,5) -> (2,7)",100,776,0.00147923,0.767367,0.767367
Riga-ch,4,parallel,2,"(0,5) -> (2,7)",100,1757,0.00224407,0.505829,0.252915
Riga-ch,5,sequential,1,"(0,5) -> (2,7)",100,3506,0.00371719,1,1
Riga-ch,5,parallel,1,"(0,5) -> (2,7)",100,4234,0.00438751,0.847219,0.847219
Riga-ch,5,parallel,2,"(0,5) -> (2,7)",100,7552,0.0095204,0.390444,0.195222
Riga-ch,6,sequential,1,"(0,5) -> (2,7)",100,8437,0.0115238,1,1
Riga-ch,6,parallel,1,"(0,5) -> (2,7)",100,9801,0.0148404,0.776515,0.776515
Riga-ch,6,parallel,2,"(0,5) -> (2,7)",100,23862,0.0263716,0.436976,0.218488
Riga-ch,4,sequential,1,"(5,6) -> (4,5)",-10,644,0.000756698,1,1
Riga-ch,4,parallel,1,"(5,6) -> (4,5)",-10,735,0.00118642,0.637801,0.637801
Riga-ch,4,parallel,2,"(5,6) -> (4,5)",-10,735,0.00109819,0.68904,0.34452
Riga-ch,5,sequential,1,"(5,6) -> (4,5)",-10,3262,0.00238229,1,1
Riga-ch,5,parallel,1,"(5,6) -> (4,5)",-10,4930,0.00346166,0.688192,0.688192
Riga-ch,5,parallel,2,"(5,6) -> (4,5)",-10,4930,0.0033875,0.703259,0.351629
Riga-ch,6,sequential,1,"(5,6) -> (4,5)",-10,5797,0.00510541,1,1
Riga-ch,6,parallel,1,"(5,6) -> (4,5)",-10,9597,0.0112912,0.452158,0.452158
Riga-ch,6,parallel,2,"(5,6) -> (4,5)",-10,9597,0.0112025,0.45574,0.22787
