position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
Riga-ch,5,sequential,1,"(1,3) -> (0,5)",1000003,2654,0.00771883,1,1
Riga-ch,5,parallel,1,"(1,3) -> (0,5)",1000003,2654,0.00774509,0.996609,0.996609
Riga-ch,5,parallel,2,"(1,3) -> (0,5)",1000003,2654,0.0077665,0.993862,0.496931
Riga-ch,6,sequential,1,"(1,3) -> (0,5)",1000004,28869,0.0228742,1,1
Riga-ch,6,parallel,1,"(1,3) -> (0,5)",1000004,28869,0.0229219,0.99792,0.99792
Riga-ch,6,parallel,2,"(1,3) -> (0,5)",1000004,28869,0.0229067,0.998582,0.499291
Riga-ch,4,sequential,1,"(4,2) -> (3,2)",100,2066,0.00220815,1,1
Riga-ch,4,parallel,1,"(4,2) -> (3,2)",100,2170,0.00255569,0.864012,0.864012
Riga-ch,4,parallel,2,"(5,1) -> (6,1)",100,1175,0.00187045,1.18055,0.590273
Riga-ch,5,sequential,1,"(4,2) -> (3,2)",200,16481,0.0170169,1,1
Riga-ch,5,parallel,1,"(4,2) -> (3,2)",200,22841,0.0234714,0.725005,0.725005
Riga-ch,5,parallel,2,"(3,1) -> (2,0)",200,19598,0.0175291,0.970781,0.48539
Riga-ch,6,sequential,1,"(4,2) -> (3,2)",100,44058,0.0508242,1,1
Riga-ch,6,parallel,1,"(4,2) -> (3,2)",100,52137,0.0680087,0.747319,0.747319
Riga-ch,6,parallel,2,"(5,1) -> (6,2)",100,24975,0.0403695,1.25897,0.629487
Riga-ch sf,4,sequential,1,"(6,5) -> (6,4)",-930,991,0.001137,1,1
Riga-ch sf,4,parallel,1,"(6,5) -> (6,4)",-930,991,0.00110462,1.02931,1.02931
Riga-ch sf,4,parallel,2,"(6,5) -> (6,4)",-930,991,0.00110906,1.02519,0.512595
Riga-ch sf,5,sequential,1,"(6,5) -> (6,4)",-430,2579,0.00439638,1,1
Riga-ch sf,5,parallel,1,"(6,5) -> (6,4)",-430,2587,0.00444061,0.99004,0.99004
Riga-ch sf,5,parallel,2,"(6,5) -> (6,4)",-430,2587,0.00442987,0.992441,0.496221
Riga-ch sf,6,sequential,1,"(6,5) -> (6,4)",-760,12735,0.0140881,1,1
Riga-ch sf,6,parallel,1,"(6,5) -> (6,4)",-760,12813,0.014593,0.965407,0.965407
Riga-ch sf,6,parallel,2,"(6,5) -> (6,4)",-760,12813,0.0145219,0.97013,0.485065
Riga tt,4,sequential,1,"(1,4) -> (2,3)",190,4193,0.0123566,1,1
Riga tt,4,parallel,1,"(1,4) -> (2,3)",190,4459,0.0147028,0.840425,0.840425
Riga tt,4,parallel,2,"(1,4) -> (2,3)",190,4459,0.014644,0.843801,0.421901
Riga tt,5,sequential,1,"(3,4) -> (4,3)",-20,41310,0.0444815,1,1
Riga tt,5,parallel,1,"(3,4) -> (4,3)",-20,59317,0.0558542,0.796385,0.796385
Riga tt,5,parallel,2,"(3,4) -> (4,3)",-20,63483,0.0664114,0.669788,0.334894
Riga tt,6,sequential,1,"(1,4) -> (2,3)",310,97889,0.271068,1,1
Riga tt,6,parallel,1,"(1,4) -> (2,3)",310,135066,0.429073,0.631753,0.631753
Riga tt,6,parallel,2,"(1,4) -> (2,3)",310,135066,0.429039,0.631802,0.315901
Riga-ch sf,4,sequential,1,"(1,0) -> (3,0)",510,6132,0.010236,1,1
Riga-ch sf,4,parallel,1,"(1,0) -> (3,0)",510,6557,0.0133473,0.766902,0.766902
Riga-ch sf,4,parallel,2,"(1,0) -> (3,0)",510,6557,0.0132872,0.77037,0.385185
Riga-ch sf,5,sequential,1,"(1,3) -> (2,4)",400,28625,0.0370285,1,1
Riga-ch sf,5,parallel,1,"(1,3) -> (2,4)",400,40498,0.0469033,0.789465,0.789465
Riga-ch sf,5,parallel,2,"(1,3) -> (2,4)",400,40498,0.0467131,0.79268,0.39634
Riga-ch sf,6,sequential,1,"(1,3) -> (2,4)",600,159874,0.185138,1,1
Riga-ch sf,6,parallel,1,"(1,3) -> (2,4)",600,189166,0.265938,0.69617,0.69617
Riga-ch sf,6,parallel,2,"(1,3) -> (2,4)",600,189166,0.266243,0.695374,0.347687
Riga-ch,4,sequential,1,"(6,6) -> (6,7)",300,6011,0.00715625,1,1
Riga-ch,4,parallel,1,"(6,6) -> (6,7)",300,6432,0.00839836,0.852101,0.852101
Riga-ch,4,parallel,2,"(6,6) -> (6,7)",300,6821,0.00880747,0.81252,0.40626
Riga-ch,5,sequential,1,"(6,6) -> (6,0)",-100,17085,0.015489,1,1
Riga-ch,5,parallel,1,"(6,6) -> (6,0)",-100,21167,0.0182255,0.849851,0.849851
Riga-ch,5,parallel,2,"(6,6) -> (6,0)",-100,24650,0.0221464,0.699391,0.349695
Riga-ch,6,sequential,1,"(6,6) -> (6,0)",0,57555,0.0767885,1,1
Riga-ch,6,parallel,1,"(6,6) -> (6,0)",0,68805,0.1014,0.757282,0.757282
Riga-ch,6,parallel,2,"(6,6) -> (6,0)",0,111477,0.154857,0.495867,0.247934
LAT-ch sf,4,sequential,1,"(1,1) -> (2,2)",200,1318,0.00175745,1,1
LAT-ch sf,4,parallel,1,"(1,1) -> (2,2)",200,1341,0.00198441,0.88563,0.88563
LAT-ch sf,4,parallel,2,"(1,1) -> (2,2)",200,1341,0.00194189,0.905023,0.452512
LAT-ch sf,5,sequential,1,"(1,1) -> (2,2)",200,3459,0.00568991,1,1
LAT-ch sf,5,parallel,1,"(1,1) -> (2,2)",200,4032,0.00664027,0.856879,0.856879
LAT-ch sf,5,parallel,2,"(1,1) -> (2,2)",200,4032,0.00657364,0.865565,0.432782
LAT-ch sf,6,sequential,1,"(4,3) -> (5,3)",600,82709,0.0614853,1,1
LAT-ch sf,6,parallel,1,"(4,3) -> (5,3)",600,98483,0.0724127,0.849096,0.849096
LAT-ch sf,6,parallel,2,"(4,3) -> (5,3)",600,111737,0.0807439,0.761486,0.380743
LAT-ch,4,sequential,1,"(7,0) -> (7,2)",-210,7184,0.00838917,1,1
LAT-ch,4,parallel,1,"(7,0) -> (7,2)",-210,7290,0.00927699,0.904298,0.904298
LAT-ch,4,parallel,2,"(7,0) -> (7,2)",-210,7245,0.00918229,0.913624,0.456812
LAT-ch,5,sequential,1,"(7,0) -> (7,2)",-100,31544,0.0524509,1,1
LAT-ch,5,parallel,1,"(7,0) -> (7,2)",-100,34503,0.0553621,0.947415,0.947415
LAT-ch,5,parallel,2,"(7,0) -> (7,2)",-100,35625,0.0579204,0.905568,0.452784
LAT-ch,6,sequential,1,"(7,0) -> (7,2)",-210,236498,0.243015,1,1
LAT-ch,6,parallel,1,"(7,0) -> (7,2)",-210,245434,0.262046,0.927376,0.927376
LAT-ch,6,parallel,2,"(7,0) -> (7,2)",-210,246131,0.261777,0.928329,0.464164
LAT-ch,4,sequential,1,"(6,4) -> (6,1)",-600,9001,0.00762905,1,1
LAT-ch,4,parallel,1,"(6,4) -> (6,1)",-600,9147,0.00874496,0.872394,0.872394
LAT-ch,4,parallel,2,"(6,4) -> (6,1)",-600,3849,0.00576414,1.32354,0.661769
LAT-ch,5,sequential,1,"(6,4) -> (6,1)",-170,29986,0.0644894,1,1
LAT-ch,5,parallel,1,"(6,4) -> (6,1)",-170,33870,0.067554,0.954635,0.954635
LAT-ch,5,parallel,2,"(6,4) -> (6,1)",-170,19604,0.0274434,2.3499,1.17495
LAT-ch,6,sequential,1,"(6,4) -> (6,1)",-370,303887,0.30245,1,1
LAT-ch,6,parallel,1,"(6,4) -> (6,1)",-370,314069,0.332118,0.91067,0.91067
LAT-ch,6,parallel,2,"(6,4) -> (6,1)",-370,324643,0.408573,0.740258,0.370129
LAT-ch,4,sequential,1,"(0,3) -> (0,1)",-400,1074,0.00332385,1,1
LAT-ch,4,parallel,1,"(0,3) -> (0,1)",-400,1209,0.00453729,0.732561,0.732561
LAT-ch,4,parallel,2,"(0,3) -> (0,1)",-400,1209,0.00446393,0.744601,0.372301
LAT-ch,5,sequential,1,"(0,3) -> (0,1)",-100,8918,0.00895212,1,1
LAT-ch,5,parallel,1,"(0,3) -> (0,1)",0,13263,0.0134532,0.665427,0.665427
LAT-ch,5,parallel,2,"(6,7) -> (5,6)",0,11530,0.0120464,0.743135,0.371568
LAT-ch,6,sequential,1,"(4,6) -> (2,6)",-400,34921,0.0811011,1,1
LAT-ch,6,parallel,1,"(4,6) -> (2,6)",-400,45247,0.117303,0.691384,0.691384
LAT-ch,6,parallel,2,"(4,6) -> (2,6)",-400,74782,0.186304,0.435316,0.217658
LAT-ch,4,sequential,1,"(2,2) -> (7,2)",10,2794,0.00530144,1,1
LAT-ch,4,parallel,1,"(2,2) -> (7,2)",10,2892,0.00614607,0.862574,0.862574
LAT-ch,4,parallel,2,"(2,2) -> (7,2)",10,6030,0.0115485,0.459058,0.229529
LAT-ch,5,sequential,1,"(2,2) -> (7,2)",-90,15613,0.0212593,1,1
LAT-ch,5,parallel,1,"(2,2) -> (7,2)",-90,17932,0.0234224,0.907648,0.907648
LAT-ch,5,parallel,2,"(2,2) -> (7,2)",-90,22412,0.0295056,0.720518,0.360259
LAT-ch,6,sequential,1,"(2,2) -> (7,2)",10,64067,0.115398,1,1
LAT-ch,6,parallel,1,"(2,2) -> (7,2)",10,69140,0.135237,0.853304,0.853304
LAT-ch,6,parallel,2,"(2,2) -> (7,2)",10,119636,0.21643,0.533187,0.266593
LAT-ch,4,sequential,1,"(2,1) -> (2,5)",1070,15453,0.0156827,1,1
LAT-ch,4,parallel,1,"(2,1) -> (2,5)",1070,15877,0.0173181,0.905565,0.905565
LAT-ch,4,parallel,2,"(2,1) -> (2,5)",1070,15877,0.0172787,0.907633,0.453816
LAT-ch,5,sequential,1,"(2,1) -> (1,1)",670,14102,0.0229665,1,1
LAT-ch,5,parallel,1,"(2,1) -> (1,1)",670,15986,0.0249541,0.92035,0.92035
LAT-ch,5,parallel,2,"(2,1) -> (1,1)",670,20365,0.034318,0.669225,0.334612
LAT-ch,6,sequential,1,"(2,1) -> (2,5)",1070,282159,0.252638,1,1
LAT-ch,6,parallel,1,"(2,1) -> (2,5)",1070,327638,0.290767,0.868869,0.868869
LAT-ch,6,parallel,2,"(2,1) -> (2,5)",1070,327638,0.291253,0.86742,0.43371
LAT-ch,4,sequential,1,"(5,3) -> (2,3)",380,3039,0.00597107,1,1
LAT-ch,4,parallel,1,"(5,3) -> (2,3)",380,3344,0.006818,0.87578,0.87578
LAT-ch,4,parallel,2,"(5,3) -> (2,3)",380,3344,0.00673039,0.887181,0.44359
LAT-ch,5,sequential,1,"(5,3) -> (2,6)",600,61843,0.0627832,1,1
LAT-ch,5,parallel,1,"(5,3) -> (6,3)",600,61699,0.0594908,1.05534,1.05534
LAT-ch,5,parallel,2,"(5,3) -> (0,3)",600,21981,0.0185472,3.38506,1.69253
LAT-ch,6,sequential,1,"(5,3) -> (6,3)",380,78189,0.150899,1,1
LAT-ch,6,parallel,1,"(5,3) -> (6,3)",380,98714,0.201185,0.750052,0.750052
LAT-ch,6,parallel,2,"(5,3) -> (0,3)",380,67203,0.136701,1.10386,0.551931
LAT-ch,4,sequential,1,"(7,4) -> (5,5)",-500,1486,0.00484115,1,1
LAT-ch,4,parallel,1,"(7,4) -> (5,5)",-500,1534,0.00528774,0.915541,0.915541
LAT-ch,4,parallel,2,"(7,4) -> (5,5)",-500,1534,0.0052599,0.920388,0.460194
LAT-ch,5,sequential,1,"(7,4) -> (5,5)",0,7895,0.016583,1,1
LAT-ch,5,parallel,1,"(7,4) -> (5,5)",0,9359,0.0179656,0.923038,0.923038
LAT-ch,5,parallel,2,"(7,4) -> (5,5)",0,9359,0.0179096,0.925929,0.462964
LAT-ch,6,sequential,1,"(7,4) -> (5,5)",-500,25872,0.0606809,1,1
LAT-ch,6,parallel,1,"(7,4) -> (5,5)",-500,30054,0.0800864,0.757693,0.757693
LAT-ch,6,parallel,2,"(7,4) -> (5,5)",-500,30054,0.0800723,0.757827,0.378913
LAT-ch sf,4,sequential,1,"(5,6) -> (2,6)",-600,1074,0.00303062,1,1
LAT-ch sf,4,parallel,1,"(5,6) -> (2,6)",-600,1240,0.00411856,0.735846,0.735846
LAT-ch sf,4,parallel,2,"(5,6) -> (2,6)",-600,1240,0.00408745,0.741446,0.370723
LAT-ch sf,5,sequential,1,"(1,0) -> (0,0)",-100,11050,0.0166257,1,1
LAT-ch sf,5,parallel,1,"(1,0) -> (0,0)",300,14100,0.0232454,0.715224,0.715224
LAT-ch sf,5,parallel,2,"(1,0) -> (0,0)",300,4446,0.00606081,2.74315,1.37157
LAT-ch sf,6,sequential,1,"(5,6) -> (2,6)",-600,16277,0.0360156,1,1
LAT-ch sf,6,parallel,1,"(5,6) -> (2,6)",-600,18395,0.0433621,0.830578,0.830578
LAT-ch sf,6,parallel,2,"(5,6) -> (2,6)",-600,18395,0.0432725,0.832297,0.416148
LAT-ch,4,sequential,1,"(5,2) -> (5,3)",-50,5968,0.0136574,1,1
LAT-ch,4,parallel,1,"(5,2) -> (5,3)",-50,6432,0.0169219,0.807083,0.807083
LAT-ch,4,parallel,2,"(5,2) -> (5,3)",-50,6137,0.0161217,0.847143,0.423571
LAT-ch,5,sequential,1,"(5,2) -> (5,5)",270,68395,0.0717589,1,1
LAT-ch,5,parallel,1,"(5,2) -> (5,5)",270,87212,0.0830426,0.864121,0.864121
LAT-ch,5,parallel,2,"(5,2) -> (5,5)",270,110261,0.1078,0.665669,0.332834
LAT-ch,6,sequential,1,"(2,6) -> (2,7)",-50,93603,0.216293,1,1
LAT-ch,6,parallel,1,"(2,6) -> (2,7)",-50,133406,0.340785,0.634692,0.634692
LAT-ch,6,parallel,2,"(2,6) -> (2,7)",-50,133406,0.340834,0.6346,0.3173
LAT-ch sf,4,sequential,1,"(7,4) -> (6,4)",-730,694,0.00076067,1,1
LAT-ch sf,4,parallel,1,"(7,4) -> (6,4)",-730,694,0.000812415,0.936307,0.936307
LAT-ch sf,4,parallel,2,"(7,4) -> (6,4)",-730,694,0.000696695,1.09183,0.545913
LAT-ch sf,5,sequential,1,"(7,4) -> (6,4)",-400,2168,0.00495193,1,1
LAT-ch sf,5,parallel,1,"(7,4) -> (6,4)",-400,2168,0.00495015,1.00036,1.00036
LAT-ch sf,5,parallel,2,"(7,4) -> (6,4)",-400,2168,0.00496689,0.996987,0.498493
LAT-ch sf,6,sequential,1,"(7,4) -> (6,4)",-730,9654,0.0129378,1,1
LAT-ch sf,6,parallel,1,"(7,4) -> (6,4)",-730,9654,0.013016,0.993992,0.993992
LAT-ch sf,6,parallel,2,"(7,4) -> (6,4)",-730,9654,0.0129058,1.00248,0.501239
LAT-ch sf,4,sequential,1,"(2,1) -> (1,1)",500,1225,0.00153965,1,1
LAT-ch sf,4,parallel,1,"(2,1) -> (1,1)",500,1252,0.00174642,0.881607,0.881607
LAT-ch sf,4,parallel,2,"(2,1) -> (1,1)",500,1252,0.00178076,0.864606,0.432303
LAT-ch sf,5,sequential,1,"(2,1) -> (1,1)",500,3918,0.00486573,1,1
LAT-ch sf,5,parallel,1,"(2,1) -> (1,1)",500,4091,0.00524133,0.928339,0.928339
LAT-ch sf,5,parallel,2,"(2,1) -> (1,1)",500,4091,0.00526626,0.923944,0.461972
LAT-ch sf,6,sequential,1,"(2,1) -> (1,1)",500,26033,0.0264551,1,1
LAT-ch sf,6,parallel,1,"(2,1) -> (1,1)",500,26844,0.0280074,0.944576,0.944576
LAT-ch sf,6,parallel,2,"(2,1) -> (1,1)",500,26844,0.027803,0.951521,0.47576
URS-chT,4,sequential,1,"(7,3) -> (0,3)",-200,1904,0.00604349,1,1
URS-chT,4,parallel,1,"(7,3) -> (0,3)",-200,1969,0.00684198,0.883295,0.883295
URS-chT,4,parallel,2,"(7,3) -> (0,3)",-200,1969,0.00678454,0.890773,0.445387
URS-chT,5,sequential,1,"(7,3) -> (0,3)",-100,19120,0.0184542,1,1
URS-chT,5,parallel,1,"(7,3) -> (0,3)",-100,22900,0.0208798,0.883832,0.883832
URS-chT,5,parallel,2,"(7,3) -> (0,3)",-100,22900,0.0208768,0.883958,0.441979
URS-chT,6,sequential,1,"(7,3) -> (0,3)",-200,36678,0.0920718,1,1
URS-chT,6,parallel,1,"(7,3) -> (0,3)",-200,45664,0.121567,0.757377,0.757377
URS-chT,6,parallel,2,"(7,3) -> (0,3)",-200,45664,0.120879,0.761686,0.380843
LAT-ch,4,sequential,1,"(3,2) -> (4,2)",90,428,0.000472487,1,1
LAT-ch,4,parallel,1,"(3,2) -> (4,2)",90,486,0.000626061,0.754698,0.754698
LAT-ch,4,parallel,2,"(3,2) -> (4,2)",90,498,0.000645422,0.732059,0.36603
LAT-ch,5,sequential,1,"(3,2) -> (4,1)",90,2146,0.00150243,1,1
LAT-ch,5,parallel,1,"(3,2) -> (4,1)",90,3080,0.00211778,0.709438,0.709438
LAT-ch,5,parallel,2,"(3,2) -> (4,1)",90,3080,0.0021042,0.714017,0.357009
LAT-ch,6,sequential,1,"(3,2) -> (4,1)",90,3279,0.00370051,1,1
LAT-ch,6,parallel,1,"(3,2) -> (4,1)",90,4867,0.0063679,0.58112,0.58112
LAT-ch,6,parallel,2,"(3,2) -> (4,1)",90,4867,0.0063423,0.583465,0.291733
LAT-ch,4,sequential,1,"(0,6) -> (2,7)",130,16695,0.0220664,1,1
LAT-ch,4,parallel,1,"(0,6) -> (2,7)",130,17436,0.0238734,0.924312,0.924312
LAT-ch,4,parallel,2,"(2,2) -> (0,0)",130,17007,0.0236231,0.934105,0.467053
LAT-ch,5,sequential,1,"(2,6) -> (3,6)",-90,59959,0.114987,1,1
LAT-ch,5,parallel,1,"(2,6) -> (3,6)",-90,71922,0.124218,0.925685,0.925685
LAT-ch,5,parallel,2,"(2,6) -> (3,6)",-90,80781,0.149872,0.767233,0.383616
LAT-ch,6,sequential,1,"(4,3) -> (5,2)",130,388489,0.533712,1,1
LAT-ch,6,parallel,1,"(4,3) -> (5,2)",130,441157,0.662275,0.805876,0.805876
LAT-ch,6,parallel,2,"(4,3) -> (5,2)",130,441157,0.66234,0.805797,0.402899
LAT-ch,4,sequential,1,"(0,0) -> (0,1)",100,631,0.00080941,1,1
LAT-ch,4,parallel,1,"(0,0) -> (0,1)",100,713,0.00120859,0.669716,0.669716
LAT-ch,4,parallel,2,"(0,0) -> (0,1)",100,713,0.0012025,0.673107,0.336554
LAT-ch,5,sequential,1,"(0,0) -> (1,0)",100,2630,0.00215064,1,1
LAT-ch,5,parallel,1,"(0,0) -> (1,0)",100,4427,0.00332117,0.647554,0.647554
LAT-ch,5,parallel,2,"(0,0) -> (1,0)",100,4427,0.00328536,0.654613,0.327307
LAT-ch,6,sequential,1,"(0,0) -> (1,0)",200,7745,0.00805695,1,1
LAT-ch,6,parallel,1,"(0,0) -> (1,0)",200,13319,0.0159454,0.505283,0.505283
LAT-ch,6,parallel,2,"(0,0) -> (1,0)",200,13319,0.0159195,0.506107,0.253053
LAT-ch,4,sequential,1,"(3,5) -> (4,6)",170,2571,0.00321604,1,1
LAT-ch,4,parallel,1,"(3,5) -> (4,6)",170,2789,0.00439381,0.731949,0.731949
LAT-ch,4,parallel,2,"(3,5) -> (4,6)",170,4372,0.00552272,0.582329,0.291165
LAT-ch,5,sequential,1,"(3,5) -> (4,6)",70,13453,0.0148218,1,1
LAT-ch,5,parallel,1,"(3,5) -> (4,6)",70,19072,0.0203653,0.727798,0.727798
LAT-ch,5,parallel,2,"(3,5) -> (4,6)",70,19202,0.0205748,0.720385,0.360193
LAT-ch,6,sequential,1,"(3,5) -> (4,6)",170,40249,0.0424982,1,1
LAT-ch,6,parallel,1,"(3,5) -> (4,6)",170,49503,0.0633444,0.670908,0.670908
LAT-ch,6,parallel,2,"(3,5) -> (4,6)",170,50416,0.0641776,0.662197,0.331098
LAT-ch,4,sequential,1,"(3,0) -> (3,6)",330,10596,0.0216747,1,1
LAT-ch,4,parallel,1,"(3,0) -> (3,6)",330,10781,0.0232602,0.931834,0.931834
LAT-ch,4,parallel,2,"(3,0) -> (3,6)",330,7785,0.0183725,1.17973,0.589866
LAT-ch,5,sequential,1,"(3,0) -> (6,0)",100,59024,0.0971844,1,1
LAT-ch,5,parallel,1,"(3,0) -> (6,0)",100,64014,0.101797,0.954684,0.954684
LAT-ch,5,parallel,2,"(4,1) -> (5,1)",100,48169,0.0755792,1.28586,0.642931
LAT-ch,6,sequential,1,"(3,0) -> (3,1)",330,334012,0.565105,1,1
LAT-ch,6,parallel,1,"(3,0) -> (3,1)",330,353538,0.613189,0.921583,0.921583
LAT-ch,6,parallel,2,"(4,1) -> (4,2)",330,149299,0.327723,1.72433,0.862167
LAT-ch,4,sequential,1,"(6,7) -> (5,7)",-350,2904,0.00294559,1,1
LAT-ch,4,parallel,1,"(6,7) -> (5,7)",-350,2906,0.00250239,1.17711,1.17711
LAT-ch,4,parallel,2,"(6,7) -> (5,7)",-350,2906,0.00258737,1.13845,0.569223
LAT-ch,5,sequential,1,"(6,7) -> (5,7)",150,11352,0.0239391,1,1
LAT-ch,5,parallel,1,"(6,7) -> (5,7)",150,11448,0.0240342,0.99604,0.99604
LAT-ch,5,parallel,2,"(6,7) -> (5,7)",150,11448,0.0239638,0.998966,0.499483
LAT-ch,6,sequential,1,"(6,7) -> (5,7)",-180,91340,0.0910576,1,1
LAT-ch,6,parallel,1,"(6,7) -> (5,7)",-180,91699,0.0907305,1.00361,1.00361
LAT-ch,6,parallel,2,"(6,7) -> (5,7)",-180,91699,0.0904031,1.00724,0.50362
LAT-ch,4,sequential,1,"(0,6) -> (1,6)",400,366,0.000829853,1,1
LAT-ch,4,parallel,1,"(0,6) -> (1,6)",400,404,0.00116318,0.713436,0.713436
LAT-ch,4,parallel,2,"(0,6) -> (1,6)",400,404,0.00115475,0.718644,0.359322
LAT-ch,5,sequential,1,"(0,6) -> (0,4)",-400,1604,0.00184894,1,1
LAT-ch,5,parallel,1,"(0,6) -> (0,4)",-400,2019,0.00244923,0.754907,0.754907
LAT-ch,5,parallel,2,"(0,6) -> (0,4)",-400,2339,0.00281151,0.657633,0.328816
LAT-ch,6,sequential,1,"(0,6) -> (0,4)",200,7818,0.0143191,1,1
LAT-ch,6,parallel,1,"(0,6) -> (0,4)",200,10439,0.0225378,0.635336,0.635336
LAT-ch,6,parallel,2,"(0,6) -> (0,4)",200,10439,0.0224093,0.638981,0.31949
LAT-ch,4,sequential,1,"(3,3) -> (2,1)",-410,12648,0.0106695,1,1
LAT-ch,4,parallel,1,"(3,3) -> (2,1)",-410,13365,0.0126728,0.841916,0.841916
LAT-ch,4,parallel,2,"(3,3) -> (2,1)",-410,13365,0.0125915,0.847355,0.423678
LAT-ch,5,sequential,1,"(7,7) -> (7,4)",90,25385,0.0333228,1,1
LAT-ch,5,parallel,1,"(7,7) -> (7,4)",90,31309,0.0399987,0.833098,0.833098
LAT-ch,5,parallel,2,"(7,7) -> (7,4)",90,38481,0.0474759,0.701889,0.350944
LAT-ch,6,sequential,1,"(3,3) -> (4,5)",-430,363781,0.314435,1,1
LAT-ch,6,parallel,1,"(3,3) -> (4,5)",-430,429351,0.378929,0.829799,0.829799
LAT-ch,6,parallel,2,"(6,7) -> (5,7)",-430,429933,0.379226,0.829149,0.414575
LAT-ch,4,sequential,1,"(2,3) -> (2,2)",-500,3356,0.00527461,1,1
LAT-ch,4,parallel,1,"(2,3) -> (2,2)",-500,3531,0.00661237,0.797689,0.797689
LAT-ch,4,parallel,2,"(2,3) -> (2,2)",-500,3531,0.00662051,0.796708,0.398354
LAT-ch,5,sequential,1,"(2,3) -> (2,2)",-400,16672,0.0239143,1,1
LAT-ch,5,parallel,1,"(2,3) -> (2,2)",-400,19959,0.0270003,0.885703,0.885703
LAT-ch,5,parallel,2,"(2,3) -> (2,2)",-400,24992,0.0369814,0.646658,0.323329
LAT-ch,6,sequential,1,"(2,3) -> (2,2)",-500,66609,0.0913253,1,1
