position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
Riga-ch,6,parallel,4,"(6,6) -> (7,7)",-320,53728,0.0485666,0.721321,0.18033
Riga-ch,6,parallel,8,"(6,6) -> (7,7)",-320,76043,0.0637366,0.549638,0.0687048
Riga-ch sf,4,sequential,1,"(1,6) -> (0,6)",500,3271,0.00521874,1,1
Riga-ch sf,4,parallel,1,"(1,6) -> (0,6)",500,3276,0.00518976,1.00558,1.00558
Riga-ch sf,4,parallel,2,"(1,6) -> (0,6)",500,3276,0.00546023,0.955773,0.477887
Riga-ch sf,4,parallel,4,"(1,6) -> (0,6)",500,3276,0.00533637,0.977958,0.24449
Riga-ch sf,4,parallel,8,"(1,6) -> (0,6)",500,3276,0.00531213,0.982419,0.122802
Riga-ch sf,5,sequential,1,"(1,6) -> (1,5)",300,7054,0.0172554,1,1
Riga-ch sf,5,parallel,1,"(1,6) -> (1,5)",300,7150,0.0173567,0.994162,0.994162
Riga-ch sf,5,parallel,2,"(1,6) -> (1,5)",300,7176,0.01735,0.994543,0.497272
Riga-ch sf,5,parallel,4,"(1,6) -> (1,5)",300,7150,0.0174227,0.990394,0.247599
Riga-ch sf,5,parallel,8,"(1,6) -> (1,5)",300,7150,0.0174632,0.9881,0.123513
Riga-ch sf,6,sequential,1,"(1,6) -> (0,6)",500,75380,0.0892126,1,1
Riga-ch sf,6,parallel,1,"(1,6) -> (0,6)",500,75634,0.091238,0.9778,0.9778
Riga-ch sf,6,parallel,2,"(1,6) -> (0,6)",500,75634,0.0913287,0.976829,0.488415
Riga-ch sf,6,parallel,4,"(1,6) -> (0,6)",500,75634,0.0909483,0.980915,0.245229
Riga-ch sf,6,parallel,8,"(1,6) -> (0,6)",500,75634,0.0910316,0.980018,0.122502
Riga-ch,4,sequential,1,"(1,3) -> (0,5)",1000002,1339,0.000991993,1,1
Riga-ch,4,parallel,1,"(1,3) -> (0,5)",1000002,1339,0.00097011,1.02256,1.02256
Riga-ch,4,parallel,2,"(1,3) -> (0,5)",1000002,1339,0.00105265,0.942375,0.471188
Riga-ch,4,parallel,4,"(1,3) -> (0,5)",1000002,1339,0.00105273,0.942309,0.235577
Riga-ch,4,parallel,8,"(1,3) -> (0,5)",1000002,1339,0.00106972,0.927338,0.115917
Riga-ch,5,sequential,1,"(1,3) -> (0,5)",1000003,2654,0.00774948,1,1
Riga-ch,5,parallel,1,"(1,3) -> (0,5)",1000003,2654,0.00774751,1.00025,1.00025
Riga-ch,5,parallel,2,"(1,3) -> (0,5)",1000003,2654,0.00780224,0.993238,0.496619
Riga-ch,5,parallel,4,"(1,3) -> (0,5)",1000003,2654,0.00779501,0.994159,0.24854
Riga-ch,5,parallel,8,"(1,3) -> (0,5)",1000003,2654,0.00786622,0.985159,0.123145
Riga-ch,6,sequential,1,"(1,3) -> (0,5)",1000004,28869,0.0232341,1,1
Riga-ch,6,parallel,1,"(1,3) -> (0,5)",1000004,28869,0.0229222,1.01361,1.01361
Riga-ch,6,parallel,2,"(1,3) -> (0,5)",1000004,28869,0.0229872,1.01074,0.50537
Riga-ch,6,parallel,4,"(1,3) -> (0,5)",1000004,28869,0.0229677,1.0116,0.2529
Riga-ch,6,parallel,8,"(1,3) -> (0,5)",1000004,28869,0.0230253,1.00907,0.126134
Riga-ch,4,sequential,1,"(4,2) -> (3,2)",100,2066,0.00221005,1,1
Riga-ch,4,parallel,1,"(4,2) -> (3,2)",100,2170,0.00255483,0.865046,0.865046
Riga-ch,4,parallel,2,"(5,1) -> (6,1)",100,1175,0.00194376,1.137,0.568499
Riga-ch,4,parallel,4,"(5,1) -> (6,1)",100,1664,0.0023041,0.959179,0.239795
Riga-ch,4,parallel,8,"(5,1) -> (6,0)",100,1702,0.00242646,0.91081,0.113851
Riga-ch,5,sequential,1,"(4,2) -> (3,2)",200,16481,0.0171087,1,1
Riga-ch,5,parallel,1,"(4,2) -> (3,2)",200,22841,0.02354,0.726793,0.726793
Riga-ch,5,parallel,2,"(3,1) -> (2,0)",200,19598,0.0176833,0.967505,0.483752
Riga-ch,5,parallel,4,"(4,2) -> (3,2)",200,23781,0.0254912,0.671159,0.16779
Riga-ch,5,parallel,8,"(5,1) -> (6,0)",200,23757,0.0259495,0.659307,0.0824134
Riga-ch,6,sequential,1,"(4,2) -> (3,2)",100,44058,0.0507044,1,1
Riga-ch,6,parallel,1,"(4,2) -> (3,2)",100,52137,0.0680574,0.745023,0.745023
Riga-ch,6,parallel,2,"(5,1) -> (6,2)",100,24975,0.040464,1.25307,0.626537
Riga-ch,6,parallel,4,"(5,1) -> (5,0)",100,53298,0.0700421,0.723913,0.180978
Riga-ch,6,parallel,8,"(4,2) -> (3,2)",100,68164,0.0841774,0.602352,0.0752939
Riga-ch sf,4,sequential,1,"(6,5) -> (6,4)",-930,991,0.00119446,1,1
Riga-ch sf,4,parallel,1,"(6,5) -> (6,4)",-930,991,0.00110977,1.07632,1.07632
Riga-ch sf,4,parallel,2,"(6,5) -> (6,4)",-930,991,0.00134327,0.88922,0.44461
Riga-ch sf,4,parallel,4,"(6,5) -> (6,4)",-930,991,0.00127628,0.93589,0.233972
Riga-ch sf,4,parallel,8,"(6,5) -> (6,4)",-930,991,0.0012178,0.980832,0.122604
Riga-ch sf,5,sequential,1,"(6,5) -> (6,4)",-430,2579,0.00442985,1,1
Riga-ch sf,5,parallel,1,"(6,5) -> (6,4)",-430,2587,0.00447591,0.989709,0.989709
Riga-ch sf,5,parallel,2,"(6,5) -> (6,4)",-430,2587,0.00451767,0.980559,0.49028
Riga-ch sf,5,parallel,4,"(6,5) -> (6,4)",-430,2587,0.00448558,0.987575,0.246894
Riga-ch sf,5,parallel,8,"(6,5) -> (6,4)",-430,2587,0.00453438,0.976948,0.122118
Riga-ch sf,6,sequential,1,"(6,5) -> (6,4)",-760,12735,0.0141846,1,1
Riga-ch sf,6,parallel,1,"(6,5) -> (6,4)",-760,12813,0.0145986,0.971639,0.971639
Riga-ch sf,6,parallel,2,"(6,5) -> (6,4)",-760,12813,0.0146685,0.967011,0.483506
Riga-ch sf,6,parallel,4,"(6,5) -> (6,4)",-760,12813,0.0146489,0.968309,0.242077
Riga-ch sf,6,parallel,8,"(6,5) -> (6,4)",-760,12813,0.014673,0.966715,0.120839
Riga tt,4,sequential,1,"(1,4) -> (2,3)",190,4193,0.0123486,1,1
Riga tt,4,parallel,1,"(1,4) -> (2,3)",190,4459,0.0147014,0.839957,0.839957
Riga tt,4,parallel,2,"(1,4) -> (2,3)",190,4459,0.0147577,0.836755,0.418377
Riga tt,4,parallel,4,"(1,4) -> (2,3)",190,4459,0.0147962,0.834578,0.208645
Riga tt,4,parallel,8,"(1,4) -> (2,3)",190,4459,0.0149213,0.827577,0.103447
Riga tt,5,sequential,1,"(3,4) -> (4,3)",-20,41310,0.0444009,1,1
Riga tt,5,parallel,1,"(3,4) -> (4,3)",-20,59317,0.0558232,0.795385,0.795385
Riga tt,5,parallel,2,"(3,4) -> (4,3)",-20,63089,0.0659766,0.672979,0.33649
Riga tt,5,parallel,4,"(3,4) -> (4,3)",-20,65850,0.0686664,0.646617,0.161654
Riga tt,5,parallel,8,"(3,4) -> (4,3)",-20,91516,0.127493,0.348262,0.0435328
Riga tt,6,sequential,1,"(1,4) -> (2,3)",310,97889,0.268798,1,1
Riga tt,6,parallel,1,"(1,4) -> (2,3)",310,135066,0.428286,0.627615,0.627615
Riga tt,6,parallel,2,"(1,4) -> (2,3)",310,135066,0.428721,0.626977,0.313489
Riga tt,6,parallel,4,"(1,4) -> (2,3)",310,135066,0.431024,0.623627,0.155907
Riga tt,6,parallel,8,"(1,4) -> (2,3)",310,135066,0.432509,0.621486,0.0776858
Riga-ch sf,4,sequential,1,"(1,0) -> (3,0)",510,6132,0.0102974,1,1
Riga-ch sf,4,parallel,1,"(1,0) -> (3,0)",510,6557,0.0133116,0.773561,0.773561
Riga-ch sf,4,parallel,2,"(1,0) -> (3,0)",510,6557,0.0137134,0.750899,0.37545
Riga-ch sf,4,parallel,4,"(1,0) -> (3,0)",510,6743,0.0138258,0.744793,0.186198
Riga-ch sf,4,parallel,8,"(1,0) -> (3,0)",510,6743,0.0139149,0.740023,0.0925028
Riga-ch sf,5,sequential,1,"(1,3) -> (2,4)",400,28625,0.0371375,1,1
Riga-ch sf,5,parallel,1,"(1,3) -> (2,4)",400,40498,0.0468674,0.792395,0.792395
Riga-ch sf,5,parallel,2,"(1,3) -> (2,4)",400,40498,0.0468367,0.792916,0.396458
Riga-ch sf,5,parallel,4,"(1,3) -> (2,4)",400,40498,0.0469807,0.790485,0.197621
Riga-ch sf,5,parallel,8,"(1,3) -> (2,4)",400,40498,0.0472552,0.785892,0.0982366
Riga-ch sf,6,sequential,1,"(1,3) -> (2,4)",600,159874,0.184877,1,1
Riga-ch sf,6,parallel,1,"(1,3) -> (2,4)",600,189166,0.265504,0.696323,0.696323
Riga-ch sf,6,parallel,2,"(1,3) -> (2,4)",600,189166,0.265813,0.695513,0.347757
Riga-ch sf,6,parallel,4,"(1,3) -> (2,4)",600,189166,0.2664,0.693982,0.173495
Riga-ch sf,6,parallel,8,"(1,3) -> (2,4)",600,189166,0.267565,0.690961,0.0863701
Riga-ch,4,sequential,1,"(6,6) -> (6,7)",300,6011,0.00724578,1,1
Riga-ch,4,parallel,1,"(6,6) -> (6,7)",300,6432,0.00844517,0.857979,0.857979
Riga-ch,4,parallel,2,"(6,6) -> (6,7)",300,6821,0.00910012,0.796228,0.398114
Riga-ch,4,parallel,4,"(6,6) -> (6,7)",300,6642,0.0085608,0.84639,0.211598
Riga-ch,4,parallel,8,"(6,6) -> (6,7)",300,6538,0.00876502,0.826669,0.103334
Riga-ch,5,sequential,1,"(6,6) -> (6,0)",-100,17085,0.0155836,1,1
Riga-ch,5,parallel,1,"(6,6) -> (6,0)",-100,21167,0.0182243,0.855103,0.855103
Riga-ch,5,parallel,2,"(6,6) -> (6,0)",-100,24650,0.0222665,0.69987,0.349935
Riga-ch,5,parallel,4,"(7,5) -> (6,7)",-100,16400,0.0122363,1.27356,0.318391
Riga-ch,5,parallel,8,"(6,6) -> (6,0)",-100,22882,0.0207957,0.749369,0.0936712
Riga-ch,6,sequential,1,"(6,6) -> (6,0)",0,57555,0.0764329,1,1
Riga-ch,6,parallel,1,"(6,6) -> (6,0)",0,68805,0.101265,0.754783,0.754783
Riga-ch,6,parallel,2,"(6,6) -> (6,0)",0,121032,0.164127,0.465693,0.232847
Riga-ch,6,parallel,4,"(7,5) -> (5,6)",0,51279,0.0777048,0.983631,0.245908
Riga-ch,6,parallel,8,"(6,6) -> (6,0)",0,153412,0.208959,0.365779,0.0457223
LAT-ch sf,4,sequential,1,"(1,1) -> (2,2)",200,1318,0.0018345,1,1
LAT-ch sf,4,parallel,1,"(1,1) -> (2,2)",200,1341,0.00207887,0.882454,0.882454
LAT-ch sf,4,parallel,2,"(1,1) -> (2,2)",200,1341,0.00232442,0.789231,0.394616
LAT-ch sf,4,parallel,4,"(1,1) -> (2,2)",200,1341,0.00207987,0.882026,0.220507
LAT-ch sf,4,parallel,8,"(1,1) -> (2,2)",200,1341,0.00207571,0.883796,0.110475
LAT-ch sf,5,sequential,1,"(1,1) -> (2,2)",200,3459,0.00575094,1,1
LAT-ch sf,5,parallel,1,"(1,1) -> (2,2)",200,4032,0.00674361,0.852799,0.852799
LAT-ch sf,5,parallel,2,"(1,1) -> (2,2)",200,4032,0.00671224,0.856784,0.428392
LAT-ch sf,5,parallel,4,"(1,1) -> (2,2)",200,4032,0.00664804,0.865058,0.216265
LAT-ch sf,5,parallel,8,"(1,1) -> (2,2)",200,4032,0.00680554,0.845037,0.10563
LAT-ch sf,6,sequential,1,"(4,3) -> (5,3)",600,82709,0.0611872,1,1
LAT-ch sf,6,parallel,1,"(4,3) -> (5,3)",600,98483,0.0721034,0.848603,0.848603
LAT-ch sf,6,parallel,2,"(4,3) -> (5,3)",600,129592,0.09126,0.670471,0.335235
LAT-ch sf,6,parallel,4,"(4,3) -> (5,3)",600,117340,0.0856371,0.714493,0.178623
LAT-ch sf,6,parallel,8,"(4,3) -> (5,3)",600,140509,0.0999477,0.612192,0.076524
LAT-ch,4,sequential,1,"(7,0) -> (7,2)",-210,7184,0.00842039,1,1
LAT-ch,4,parallel,1,"(7,0) -> (7,2)",-210,7290,0.00925337,0.90998,0.90998
LAT-ch,4,parallel,2,"(7,0) -> (7,2)",-210,7245,0.00945584,0.890495,0.445248
LAT-ch,4,parallel,4,"(7,0) -> (7,2)",-210,7062,0.00927733,0.907631,0.226908
LAT-ch,4,parallel,8,"(7,0) -> (7,2)",-210,7354,0.00957803,0.879135,0.109892
LAT-ch,5,sequential,1,"(7,0) -> (7,2)",-100,31544,0.0525623,1,1
LAT-ch,5,parallel,1,"(7,0) -> (7,2)",-100,34503,0.0553204,0.950143,0.950143
LAT-ch,5,parallel,2,"(7,0) -> (7,2)",-100,27110,0.0432324,1.21581,0.607904
LAT-ch,5,parallel,4,"(7,0) -> (7,2)",-100,30228,0.0518615,1.01351,0.253378
LAT-ch,5,parallel,8,"(7,0) -> (7,2)",-100,47617,0.0828644,0.634316,0.0792895
LAT-ch,6,sequential,1,"(7,0) -> (7,2)",-210,236498,0.242952,1,1
LAT-ch,6,parallel,1,"(7,0) -> (7,2)",-210,245434,0.261486,0.929121,0.929121
LAT-ch,6,parallel,2,"(7,0) -> (7,2)",-210,246131,0.261928,0.927553,0.463777
LAT-ch,6,parallel,4,"(7,0) -> (7,2)",-210,246131,0.264017,0.920214,0.230054
LAT-ch,6,parallel,8,"(7,0) -> (7,2)",-210,246131,0.265654,0.914543,0.114318
LAT-ch,4,sequential,1,"(6,4) -> (6,1)",-600,9001,0.00781284,1,1
LAT-ch,4,parallel,1,"(6,4) -> (6,1)",-600,9147,0.00877586,0.890265,0.890265
LAT-ch,4,parallel,2,"(6,4) -> (6,1)",-600,3849,0.00608923,1.28306,0.64153
LAT-ch,4,parallel,4,"(6,4) -> (6,1)",-600,6168,0.00699376,1.11712,0.279279
LAT-ch,4,parallel,8,"(6,4) -> (6,1)",-600,8308,0.00848892,0.920358,0.115045
LAT-ch,5,sequential,1,"(6,4) -> (6,1)",-170,29986,0.0645658,1,1
LAT-ch,5,parallel,1,"(6,4) -> (6,1)",-170,33870,0.0674207,0.957656,0.957656
LAT-ch,5,parallel,2,"(6,4) -> (6,1)",-170,19604,0.0276943,2.33138,1.16569
LAT-ch,5,parallel,4,"(6,4) -> (6,1)",-170,32771,0.0698922,0.923791,0.230948
LAT-ch,5,parallel,8,"(6,4) -> (6,1)",-170,64206,0.150137,0.430045,0.0537556
LAT-ch,6,sequential,1,"(6,4) -> (6,1)",-370,303887,0.303228,1,1
LAT-ch,6,parallel,1,"(6,4) -> (6,1)",-370,314069,0.332018,0.913288,0.913288
LAT-ch,6,parallel,2,"(6,4) -> (6,1)",-370,448718,0.539751,0.561792,0.280896
LAT-ch,6,parallel,4,"(6,4) -> (6,1)",-370,594780,0.679337,0.446358,0.11159
LAT-ch,6,parallel,8,"(6,4) -> (6,1)",-370,970149,1.05559,0.287258,0.0359073
LAT-ch,4,sequential,1,"(0,3) -> (0,1)",-400,1074,0.00336396,1,1
LAT-ch,4,parallel,1,"(0,3) -> (0,1)",-400,1209,0.00462457,0.727409,0.727409
LAT-ch,4,parallel,2,"(0,3) -> (0,1)",-400,1209,0.00523821,0.642195,0.321098
LAT-ch,4,parallel,4,"(0,3) -> (0,1)",-400,1209,0.00456636,0.736682,0.184171
LAT-ch,4,parallel,8,"(0,3) -> (0,1)",-400,1209,0.00456712,0.73656,0.0920699
LAT-ch,5,sequential,1,"(0,3) -> (0,1)",-100,8918,0.00907468,1,1
LAT-ch,5,parallel,1,"(0,3) -> (0,1)",0,13263,0.0135159,0.671408,0.671408
LAT-ch,5,parallel,2,"(6,7) -> (5,6)",0,11530,0.0122074,0.743373,0.371686
LAT-ch,5,parallel,4,"(0,3) -> (0,1)",0,13506,0.013737,0.660602,0.165151
LAT-ch,5,parallel,8,"(0,3) -> (0,1)",0,13324,0.0136923,0.662758,0.0828448
LAT-ch,6,sequential,1,"(4,6) -> (2,6)",-400,34921,0.0808833,1,1
LAT-ch,6,parallel,1,"(4,6) -> (2,6)",-400,45247,0.117231,0.68995,0.68995
LAT-ch,6,parallel,2,"(4,6) -> (2,6)",-400,73648,0.183736,0.440214,0.220107
LAT-ch,6,parallel,4,"(6,6) -> (5,6)",-400,52728,0.135681,0.596129,0.149032
LAT-ch,6,parallel,8,"(6,7) -> (5,6)",-400,47525,0.125576,0.6441,0.0805125
LAT-ch,4,sequential,1,"(2,2) -> (7,2)",10,2794,0.00531566,1,1
LAT-ch,4,parallel,1,"(2,2) -> (7,2)",10,2892,0.0061617,0.862693,0.862693
LAT-ch,4,parallel,2,"(2,2) -> (7,2)",10,6030,0.011796,0.450632,0.225316
LAT-ch,4,parallel,4,"(2,2) -> (7,2)",10,2728,0.00502561,1.05771,0.264429
LAT-ch,4,parallel,8,"(2,2) -> (7,2)",10,4644,0.00968419,0.5489,0.0686125
LAT-ch,5,sequential,1,"(2,2) -> (7,2)",-90,15613,0.021401,1,1
LAT-ch,5,parallel,1,"(2,2) -> (7,2)",-90,17932,0.0234267,0.913531,0.913531
LAT-ch,5,parallel,2,"(2,2) -> (7,2)",-90,22412,0.0298018,0.718114,0.359057
LAT-ch,5,parallel,4,"(2,2) -> (2,7)",-90,23034,0.030658,0.698057,0.174514
LAT-ch,5,parallel,8,"(2,2) -> (7,2)",-90,46316,0.0667255,0.320733,0.0400916
LAT-ch,6,sequential,1,"(2,2) -> (7,2)",10,64067,0.115612,1,1
LAT-ch,6,parallel,1,"(2,2) -> (7,2)",10,69140,0.135816,0.851242,0.851242
LAT-ch,6,parallel,2,"(2,2) -> (7,2)",10,119636,0.217106,0.532514,0.266257
LAT-ch,6,parallel,4,"(2,2) -> (7,2)",10,131240,0.22388,0.516402,0.129101
LAT-ch,6,parallel,8,"(2,2) -> (7,2)",10,246226,0.41548,0.278261,0.0347827
LAT-ch,4,sequential,1,"(2,1) -> (2,5)",1070,15453,0.0161942,1,1
LAT-ch,4,parallel,1,"(2,1) -> (2,5)",1070,15877,0.0175341,0.923583,0.923583
LAT-ch,4,parallel,2,"(2,1) -> (2,5)",1070,15877,0.0183763,0.881257,0.440628
LAT-ch,4,parallel,4,"(2,1) -> (2,5)",1070,15877,0.0174864,0.926105,0.231526
LAT-ch,4,parallel,8,"(2,1) -> (2,5)",1070,15877,0.0182041,0.889594,0.111199
LAT-ch,5,sequential,1,"(2,1) -> (1,1)",670,14102,0.0237461,1,1
LAT-ch,5,parallel,1,"(2,1) -> (1,1)",670,15986,0.0253689,0.936034,0.936034
LAT-ch,5,parallel,2,"(2,1) -> (1,1)",670,17563,0.0289665,0.819779,0.40989
LAT-ch,5,parallel,4,"(2,1) -> (1,1)",670,19755,0.0332582,0.713994,0.178498
LAT-ch,5,parallel,8,"(2,1) -> (1,1)",670,18888,0.0319427,0.743399,0.0929248
LAT-ch,6,sequential,1,"(2,1) -> (2,5)",1070,282159,0.25667,1,1
LAT-ch,6,parallel,1,"(2,1) -> (2,5)",1070,327638,0.290382,0.883905,0.883905
LAT-ch,6,parallel,2,"(2,1) -> (2,5)",1070,327638,0.290546,0.883404,0.441702
LAT-ch,6,parallel,4,"(2,1) -> (2,5)",1070,327638,0.295459,0.868717,0.217179
LAT-ch,6,parallel,8,"(2,1) -> (2,5)",1070,327638,0.297221,0.863564,0.107946
LAT-ch,4,sequential,1,"(5,3) -> (2,3)",380,3039,0.0059362,1,1
LAT-ch,4,parallel,1,"(5,3) -> (2,3)",380,3344,0.00684613,0.867089,0.867089
LAT-ch,4,parallel,2,"(5,3) -> (2,3)",380,3445,0.00742714,0.799258,0.399629
LAT-ch,4,parallel,4,"(5,3) -> (2,3)",380,3878,0.0073571,0.806868,0.201717
LAT-ch,4,parallel,8,"(5,3) -> (2,3)",380,3934,0.00747592,0.794043,0.0992554
LAT-ch,5,sequential,1,"(5,3) -> (2,6)",600,61843,0.0628547,1,1
LAT-ch,5,parallel,1,"(5,3) -> (6,3)",600,61699,0.0594412,1.05743,1.05743
LAT-ch,5,parallel,2,"(5,3) -> (0,3)",600,21981,0.0187163,3.3583,1.67915
LAT-ch,5,parallel,4,"(6,2) -> (5,2)",600,53838,0.0536732,1.17106,0.292766
LAT-ch,5,parallel,8,"(6,7) -> (5,7)",600,48642,0.0477882,1.31528,0.16441
LAT-ch,6,sequential,1,"(5,3) -> (6,3)",380,78189,0.150772,1,1
LAT-ch,6,parallel,1,"(5,3) -> (6,3)",380,98714,0.200816,0.750799,0.750799
LAT-ch,6,parallel,2,"(5,3) -> (0,3)",380,67203,0.13679,1.10221,0.551106
LAT-ch,6,parallel,4,"(6,7) -> (7,7)",380,87022,0.170002,0.886887,0.221722
LAT-ch,6,parallel,8,"(6,7) -> (5,7)",380,116256,0.215723,0.698916,0.0873645
LAT-ch,4,sequential,1,"(7,4) -> (5,5)",-500,1486,0.00491747,1,1
LAT-ch,4,parallel,1,"(7,4) -> (5,5)",-500,1534,0.00541021,0.908922,0.908922
LAT-ch,4,parallel,2,"(7,4) -> (5,5)",-500,1534,0.00574826,0.855471,0.427735
LAT-ch,4,parallel,4,"(7,4) -> (5,5)",-500,1534,0.00533284,0.922111,0.230528
LAT-ch,4,parallel,8,"(7,4) -> (5,5)",-500,1534,0.00550835,0.89273,0.111591
LAT-ch,5,sequential,1,"(7,4) -> (5,5)",0,7895,0.0166791,1,1
LAT-ch,5,parallel,1,"(7,4) -> (5,5)",0,9359,0.0179841,0.927436,0.927436
LAT-ch,5,parallel,2,"(7,4) -> (5,5)",0,9359,0.0180456,0.924278,0.462139
LAT-ch,5,parallel,4,"(7,4) -> (5,5)",0,9359,0.0179598,0.928691,0.232173
LAT-ch,5,parallel,8,"(7,4) -> (5,5)",0,9359,0.0179575,0.928811,0.116101
LAT-ch,6,sequential,1,"(7,4) -> (5,5)",-500,25872,0.0605512,1,1
LAT-ch,6,parallel,1,"(7,4) -> (5,5)",-500,30054,0.079933,0.757525,0.757525
LAT-ch,6,parallel,2,"(7,4) -> (5,5)",-500,30054,0.0801014,0.755932,0.377966
LAT-ch,6,parallel,4,"(7,4) -> (5,5)",-500,30054,0.0798884,0.757948,0.189487
LAT-ch,6,parallel,8,"(7,4) -> (5,5)",-500,30054,0.0801594,0.755385,0.0944231
LAT-ch sf,4,sequential,1,"(5,6) -> (2,6)",-600,1074,0.0030285,1,1
LAT-ch sf,4,parallel,1,"(5,6) -> (2,6)",-600,1240,0.0041368,0.732088,0.732088
LAT-ch sf,4,parallel,2,"(5,6) -> (2,6)",-600,1240,0.00421917,0.717796,0.358898
LAT-ch sf,4,parallel,4,"(5,6) -> (2,6)",-600,1240,0.00410387,0.737962,0.184491
LAT-ch sf,4,parallel,8,"(5,6) -> (2,6)",-600,1240,0.0041224,0.734646,0.0918307
LAT-ch sf,5,sequential,1,"(1,0) -> (0,0)",-100,11050,0.0167085,1,1
LAT-ch sf,5,parallel,1,"(1,0) -> (0,0)",300,14100,0.0232451,0.718798,0.718798
LAT-ch sf,5,parallel,2,"(1,0) -> (0,0)",300,4446,0.00617657,2.70515,1.35257
LAT-ch sf,5,parallel,4,"(1,0) -> (0,0)",300,14100,0.0232686,0.718072,0.179518
LAT-ch sf,5,parallel,8,"(1,0) -> (0,0)",300,14100,0.0232919,0.717354,0.0896693
