position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
URS-ch sf,5,parallel,2,"(3,4) -> (4,4)",-70,29107,0.0529991,0.642826,0.321413
URS-ch sf,5,parallel,4,"(3,4) -> (4,4)",-70,24351,0.0426826,0.798201,0.19955
URS-ch sf,5,parallel,8,"(3,4) -> (4,4)",-70,28693,0.0510123,0.667863,0.0834828
URS-ch sf,5,parallel,16,"(3,4) -> (4,4)",-70,26569,0.0464557,0.733371,0.0458357
URS-ch sf,6,sequential,1,"(3,4) -> (4,4)",100,104097,0.13772,1,1
URS-ch sf,6,parallel,1,"(3,4) -> (4,4)",100,128795,0.18749,0.734549,0.734549
URS-ch sf,6,parallel,2,"(3,4) -> (4,4)",100,141582,0.197666,0.696733,0.348366
URS-ch sf,6,parallel,4,"(3,4) -> (4,4)",100,174103,0.221827,0.620847,0.155212
URS-ch sf,6,parallel,8,"(3,4) -> (4,4)",100,307716,0.327862,0.420056,0.0525069
URS-ch sf,6,parallel,16,"(3,4) -> (4,4)",100,410685,0.415142,0.331743,0.0207339
URS-ch sf,4,sequential,1,"(6,3) -> (3,6)",0,2319,0.00501839,1,1
URS-ch sf,4,parallel,1,"(6,3) -> (3,6)",0,2437,0.00704446,0.712387,0.712387
URS-ch sf,4,parallel,2,"(6,3) -> (3,6)",0,2437,0.00917228,0.547125,0.273563
URS-ch sf,4,parallel,4,"(6,3) -> (3,6)",0,2437,0.00627595,0.799621,0.199905
URS-ch sf,4,parallel,8,"(6,3) -> (3,6)",0,2437,0.005967,0.841023,0.105128
URS-ch sf,4,parallel,16,"(6,3) -> (3,6)",0,2437,0.0061412,0.817167,0.051073
URS-ch sf,5,sequential,1,"(6,3) -> (3,6)",320,13320,0.0152079,1,1
URS-ch sf,5,parallel,1,"(6,3) -> (3,6)",320,17350,0.0186171,0.816877,0.816877
URS-ch sf,5,parallel,2,"(6,3) -> (3,6)",320,17350,0.0185262,0.820887,0.410443
URS-ch sf,5,parallel,4,"(6,3) -> (3,6)",320,17350,0.0180301,0.843472,0.210868
URS-ch sf,5,parallel,8,"(6,3) -> (3,6)",320,17350,0.0179092,0.849165,0.106146
URS-ch sf,5,parallel,16,"(6,3) -> (3,6)",320,17350,0.0180718,0.841524,0.0525952
URS-ch sf,6,sequential,1,"(6,3) -> (3,6)",0,47746,0.0897875,1,1
URS-ch sf,6,parallel,1,"(6,3) -> (3,6)",0,56258,0.118986,0.754605,0.754605
URS-ch sf,6,parallel,2,"(6,3) -> (3,6)",0,56258,0.119056,0.754163,0.377081
URS-ch sf,6,parallel,4,"(6,3) -> (3,6)",0,56258,0.118838,0.755548,0.188887
URS-ch sf,6,parallel,8,"(6,3) -> (3,6)",0,56258,0.118883,0.755262,0.0944078
URS-ch sf,6,parallel,16,"(6,3) -> (3,6)",0,56258,0.11911,0.753821,0.0471138
URS-ch sf,4,sequential,1,"(4,3) -> (3,2)",-110,762,0.000986119,1,1
URS-ch sf,4,parallel,1,"(4,3) -> (3,2)",-110,786,0.00131734,0.74857,0.74857
URS-ch sf,4,parallel,2,"(4,3) -> (3,2)",-110,786,0.00167366,0.589198,0.294599
URS-ch sf,4,parallel,4,"(4,3) -> (3,2)",-110,786,0.0011568,0.852456,0.213114
URS-ch sf,4,parallel,8,"(4,3) -> (3,2)",-110,786,0.00114091,0.864325,0.108041
URS-ch sf,4,parallel,16,"(4,3) -> (3,2)",-110,786,0.0012054,0.818086,0.0511304
URS-ch sf,5,sequential,1,"(4,3) -> (3,2)",-110,5589,0.00489673,1,1
URS-ch sf,5,parallel,1,"(4,3) -> (3,2)",-110,6264,0.00575582,0.850745,0.850745
URS-ch sf,5,parallel,2,"(4,3) -> (3,2)",-110,6264,0.00583536,0.839148,0.419574
URS-ch sf,5,parallel,4,"(4,3) -> (3,2)",-110,6264,0.00565318,0.86619,0.216548
URS-ch sf,5,parallel,8,"(4,3) -> (3,2)",-110,6264,0.00566673,0.86412,0.108015
URS-ch sf,5,parallel,16,"(4,3) -> (3,2)",-110,6264,0.005762,0.849832,0.0531145
URS-ch sf,6,sequential,1,"(4,3) -> (3,2)",-210,32654,0.0256,1,1
URS-ch sf,6,parallel,1,"(4,3) -> (3,2)",-210,38675,0.0296557,0.863241,0.863241
URS-ch sf,6,parallel,2,"(4,3) -> (3,2)",-210,38675,0.0296227,0.864202,0.432101
URS-ch sf,6,parallel,4,"(4,3) -> (3,2)",-210,38675,0.029488,0.868153,0.217038
URS-ch sf,6,parallel,8,"(4,3) -> (3,2)",-210,38675,0.0299284,0.855377,0.106922
URS-ch sf,6,parallel,16,"(4,3) -> (3,2)",-210,38675,0.0299679,0.854248,0.0533905
URS-ch sf,4,sequential,1,"(7,7) -> (7,5)",100,10108,0.0195949,1,1
URS-ch sf,4,parallel,1,"(7,7) -> (7,5)",100,10237,0.0215923,0.907493,0.907493
URS-ch sf,4,parallel,2,"(6,0) -> (4,0)",100,9815,0.0206806,0.947501,0.473751
URS-ch sf,4,parallel,4,"(6,0) -> (4,0)",100,9222,0.015287,1.2818,0.320449
URS-ch sf,4,parallel,8,"(7,7) -> (7,5)",100,12712,0.0218501,0.896785,0.112098
URS-ch sf,4,parallel,16,"(7,7) -> (7,5)",100,12286,0.0253106,0.774176,0.048386
URS-ch sf,5,sequential,1,"(0,0) -> (1,0)",200,36743,0.0784402,1,1
URS-ch sf,5,parallel,1,"(0,0) -> (1,0)",200,40747,0.0838273,0.935735,0.935735
URS-ch sf,5,parallel,2,"(0,0) -> (1,0)",200,32565,0.0578668,1.35553,0.677764
URS-ch sf,5,parallel,4,"(7,2) -> (7,1)",200,38879,0.0748387,1.04812,0.262031
URS-ch sf,5,parallel,8,"(7,2) -> (7,1)",200,38923,0.0750146,1.04567,0.130708
URS-ch sf,5,parallel,16,"(0,0) -> (1,0)",200,39535,0.0773142,1.01456,0.0634102
URS-ch sf,6,sequential,1,"(0,0) -> (1,0)",100,259816,0.36376,1,1
URS-ch sf,6,parallel,1,"(0,0) -> (1,0)",100,270458,0.399005,0.911668,0.911668
URS-ch sf,6,parallel,2,"(7,2) -> (7,1)",100,218089,0.341166,1.06622,0.533112
URS-ch sf,6,parallel,4,"(0,0) -> (1,0)",100,269400,0.394391,0.922334,0.230583
URS-ch sf,6,parallel,8,"(7,2) -> (7,1)",100,270985,0.39251,0.926754,0.115844
URS-ch sf,6,parallel,16,"(0,0) -> (1,0)",100,320517,0.433735,0.838668,0.0524167
URS-ch sf,4,sequential,1,"(1,3) -> (3,2)",10,738,0.00116987,1,1
URS-ch sf,4,parallel,1,"(1,3) -> (3,2)",10,757,0.00165799,0.705599,0.705599
URS-ch sf,4,parallel,2,"(1,3) -> (3,2)",10,957,0.00244627,0.478227,0.239114
URS-ch sf,4,parallel,4,"(1,3) -> (3,2)",10,757,0.00177715,0.658285,0.164571
URS-ch sf,4,parallel,8,"(1,3) -> (3,2)",10,757,0.00132726,0.881417,0.110177
URS-ch sf,4,parallel,16,"(1,3) -> (3,2)",10,757,0.00137236,0.85245,0.0532781
URS-ch sf,5,sequential,1,"(1,3) -> (3,2)",-90,3557,0.00311245,1,1
URS-ch sf,5,parallel,1,"(1,3) -> (3,2)",-90,3863,0.00381789,0.815228,0.815228
URS-ch sf,5,parallel,2,"(1,3) -> (3,2)",-90,5150,0.00522777,0.595369,0.297685
URS-ch sf,5,parallel,4,"(1,3) -> (3,2)",-90,5133,0.00493797,0.63031,0.157577
URS-ch sf,5,parallel,8,"(1,3) -> (3,2)",-90,4498,0.0043645,0.713129,0.0891411
URS-ch sf,5,parallel,16,"(1,3) -> (3,2)",-90,4390,0.00426448,0.729855,0.0456159
URS-ch sf,6,sequential,1,"(1,3) -> (3,2)",10,8347,0.0106737,1,1
URS-ch sf,6,parallel,1,"(1,3) -> (3,2)",10,9051,0.0127061,0.840051,0.840051
URS-ch sf,6,parallel,2,"(1,3) -> (3,2)",10,12713,0.0163906,0.65121,0.325605
URS-ch sf,6,parallel,4,"(1,3) -> (3,2)",10,14854,0.0194712,0.548181,0.137045
URS-ch sf,6,parallel,8,"(1,3) -> (3,2)",10,9051,0.0127531,0.836953,0.104619
URS-ch sf,6,parallel,16,"(1,3) -> (3,2)",10,9051,0.0125946,0.847485,0.0529678
URS-ch sf,4,sequential,1,"(4,3) -> (6,3)",10,5393,0.00753749,1,1
URS-ch sf,4,parallel,1,"(4,3) -> (6,3)",10,5485,0.00836902,0.900643,0.900643
URS-ch sf,4,parallel,2,"(4,3) -> (6,3)",10,5443,0.00839492,0.897864,0.448932
URS-ch sf,4,parallel,4,"(4,3) -> (6,3)",10,5480,0.00812595,0.927584,0.231896
URS-ch sf,4,parallel,8,"(4,3) -> (6,3)",10,5485,0.00805649,0.935581,0.116948
URS-ch sf,4,parallel,16,"(4,3) -> (6,3)",10,5485,0.00821165,0.917903,0.0573689
URS-ch sf,5,sequential,1,"(3,1) -> (5,2)",-90,35107,0.0385245,1,1
URS-ch sf,5,parallel,1,"(3,1) -> (5,2)",-90,38411,0.0421477,0.914036,0.914036
URS-ch sf,5,parallel,2,"(4,3) -> (3,3)",-90,15610,0.018738,2.05596,1.02798
URS-ch sf,5,parallel,4,"(3,1) -> (5,2)",-90,40560,0.0470086,0.81952,0.20488
URS-ch sf,5,parallel,8,"(4,4) -> (3,4)",-90,26760,0.0312856,1.23138,0.153923
URS-ch sf,5,parallel,16,"(3,1) -> (1,0)",-90,38441,0.0432883,0.889951,0.0556219
URS-ch sf,6,sequential,1,"(4,4) -> (3,3)",-90,72777,0.0945865,1,1
URS-ch sf,6,parallel,1,"(4,4) -> (3,3)",-90,85162,0.114289,0.827607,0.827607
URS-ch sf,6,parallel,2,"(4,4) -> (3,3)",-90,85699,0.113927,0.83024,0.41512
URS-ch sf,6,parallel,4,"(4,4) -> (3,3)",-90,109837,0.137419,0.688305,0.172076
URS-ch sf,6,parallel,8,"(4,4) -> (3,3)",-90,86783,0.116692,0.810565,0.101321
URS-ch sf,6,parallel,16,"(4,4) -> (3,3)",-90,110969,0.142688,0.662893,0.0414308
URS-ch sf,4,sequential,1,"(5,2) -> (3,3)",-390,5906,0.0122316,1,1
URS-ch sf,4,parallel,1,"(5,2) -> (3,3)",-390,6125,0.0145276,0.841956,0.841956
URS-ch sf,4,parallel,2,"(5,2) -> (3,3)",-390,6125,0.0155595,0.786116,0.393058
URS-ch sf,4,parallel,4,"(5,2) -> (3,3)",-390,6125,0.0138605,0.882475,0.220619
URS-ch sf,4,parallel,8,"(5,2) -> (3,3)",-390,6125,0.0138513,0.883063,0.110383
URS-ch sf,4,parallel,16,"(5,2) -> (3,3)",-390,6125,0.0139222,0.878567,0.0549105
URS-ch sf,5,sequential,1,"(4,5) -> (4,7)",-80,50714,0.0812141,1,1
URS-ch sf,5,parallel,1,"(4,5) -> (4,7)",-80,58413,0.0869868,0.933638,0.933638
URS-ch sf,5,parallel,2,"(6,6) -> (5,7)",-80,57365,0.0846659,0.959231,0.479616
URS-ch sf,5,parallel,4,"(6,6) -> (5,7)",-80,60577,0.0885158,0.91751,0.229377
URS-ch sf,5,parallel,8,"(6,6) -> (5,7)",-80,74557,0.122609,0.662382,0.0827977
URS-ch sf,5,parallel,16,"(4,5) -> (4,7)",-80,79680,0.132901,0.611088,0.038193
URS-ch sf,6,sequential,1,"(4,5) -> (4,7)",-400,252387,0.336871,1,1
URS-ch sf,6,parallel,1,"(4,5) -> (4,7)",-400,278050,0.397895,0.846632,0.846632
URS-ch sf,6,parallel,2,"(6,6) -> (5,7)",-400,296084,0.414787,0.812153,0.406077
URS-ch sf,6,parallel,4,"(4,5) -> (4,7)",-400,359696,0.472072,0.7136,0.1784
URS-ch sf,6,parallel,8,"(4,5) -> (4,7)",-400,499408,0.585384,0.57547,0.0719337
URS-ch sf,6,parallel,16,"(4,5) -> (4,7)",-400,682842,0.749007,0.449757,0.0281098
URS-ch sf,4,sequential,1,"(7,2) -> (7,1)",-110,8409,0.0097,1,1
URS-ch sf,4,parallel,1,"(7,2) -> (7,1)",-110,8802,0.0119121,0.814299,0.814299
URS-ch sf,4,parallel,2,"(7,5) -> (2,5)",-110,6310,0.0118961,0.815394,0.407697
URS-ch sf,4,parallel,4,"(7,5) -> (2,5)",-110,6228,0.00999149,0.970825,0.242706
URS-ch sf,4,parallel,8,"(7,2) -> (7,1)",-110,10653,0.0123303,0.786677,0.0983346
URS-ch sf,4,parallel,16,"(7,5) -> (2,5)",-110,6302,0.0100758,0.962704,0.060169
URS-ch sf,5,sequential,1,"(7,2) -> (7,1)",90,44056,0.052262,1,1
URS-ch sf,5,parallel,1,"(7,2) -> (7,1)",90,55934,0.0613805,0.851444,0.851444
URS-ch sf,5,parallel,2,"(7,5) -> (2,5)",90,49707,0.046372,1.12702,0.563509
URS-ch sf,5,parallel,4,"(7,2) -> (7,1)",90,55811,0.0605985,0.862431,0.215608
URS-ch sf,5,parallel,8,"(7,2) -> (7,1)",90,70184,0.0887866,0.588625,0.0735781
URS-ch sf,5,parallel,16,"(7,2) -> (7,1)",90,91392,0.131555,0.397265,0.0248291
URS-ch sf,6,sequential,1,"(7,2) -> (7,1)",-110,376459,0.33781,1,1
URS-ch sf,6,parallel,1,"(7,2) -> (7,1)",-110,434349,0.414861,0.814272,0.814272
URS-ch sf,6,parallel,2,"(7,2) -> (7,1)",-110,433334,0.417638,0.808857,0.404429
URS-ch sf,6,parallel,4,"(7,2) -> (7,1)",-110,549545,0.501174,0.674036,0.168509
URS-ch sf,6,parallel,8,"(7,2) -> (7,1)",-110,792789,0.679191,0.497371,0.0621714
URS-ch sf,6,parallel,16,"(7,2) -> (7,1)",-110,1189150,1.00122,0.337397,0.0210873
URS-ch sf,4,sequential,1,"(7,6) -> (6,7)",400,668,0.000945324,1,1
URS-ch sf,4,parallel,1,"(7,6) -> (6,7)",400,669,0.000972477,0.972079,0.972079
URS-ch sf,4,parallel,2,"(7,6) -> (6,7)",400,1119,0.00378903,0.24949,0.124745
URS-ch sf,4,parallel,4,"(7,6) -> (6,7)",400,965,0.00126744,0.745851,0.186463
URS-ch sf,4,parallel,8,"(7,6) -> (6,7)",400,965,0.00127758,0.73993,0.0924913
URS-ch sf,4,parallel,16,"(7,6) -> (6,7)",400,965,0.00138264,0.683709,0.0427318
URS-ch sf,5,sequential,1,"(7,6) -> (6,7)",400,1882,0.00299847,1,1
URS-ch sf,5,parallel,1,"(7,6) -> (6,7)",400,1881,0.00315631,0.949991,0.949991
URS-ch sf,5,parallel,2,"(7,6) -> (6,7)",400,2590,0.00455633,0.65809,0.329045
URS-ch sf,5,parallel,4,"(7,6) -> (6,7)",400,2563,0.00474436,0.632008,0.158002
URS-ch sf,5,parallel,8,"(7,6) -> (6,7)",400,2563,0.00468906,0.639462,0.0799327
URS-ch sf,5,parallel,16,"(7,6) -> (6,7)",400,2563,0.00480472,0.624068,0.0390043
URS-ch sf,6,sequential,1,"(7,6) -> (6,7)",900,23052,0.0197839,1,1
URS-ch sf,6,parallel,1,"(7,6) -> (6,7)",900,24281,0.0205587,0.962316,0.962316
URS-ch sf,6,parallel,2,"(7,6) -> (6,7)",900,24464,0.0213799,0.925351,0.462675
URS-ch sf,6,parallel,4,"(7,6) -> (6,7)",900,26008,0.0215356,0.918662,0.229665
URS-ch sf,6,parallel,8,"(7,6) -> (6,7)",900,26008,0.021483,0.920913,0.115114
URS-ch sf,6,parallel,16,"(7,6) -> (6,7)",900,26008,0.0216119,0.915418,0.0572136
URS-ch sf,4,sequential,1,"(0,0) -> (0,0)",-1000004,0,9.6937e-05,1,1
URS-ch sf,4,parallel,1,"(0,0) -> (0,0)",-1000004,0,2.795e-06,34.6823,34.6823
URS-ch sf,4,parallel,2,"(0,0) -> (0,0)",-1000004,0,2.365e-06,40.9882,20.4941
URS-ch sf,4,parallel,4,"(0,0) -> (0,0)",-1000004,0,2.145e-06,45.1921,11.298
URS-ch sf,4,parallel,8,"(0,0) -> (0,0)",-1000004,0,2.199e-06,44.0823,5.51029
URS-ch sf,4,parallel,16,"(0,0) -> (0,0)",-1000004,0,2.138e-06,45.34,2.83375
URS-ch sf,5,sequential,1,"(0,0) -> (0,0)",-1000005,0,4.5934e-05,1,1
URS-ch sf,5,parallel,1,"(0,0) -> (0,0)",-1000005,0,2.148e-06,21.3845,21.3845
URS-ch sf,5,parallel,2,"(0,0) -> (0,0)",-1000005,0,2.111e-06,21.7594,10.8797
URS-ch sf,5,parallel,4,"(0,0) -> (0,0)",-1000005,0,2.151e-06,21.3547,5.33868
URS-ch sf,5,parallel,8,"(0,0) -> (0,0)",-1000005,0,2.125e-06,21.616,2.702
URS-ch sf,5,parallel,16,"(0,0) -> (0,0)",-1000005,0,2.104e-06,21.8317,1.36448
URS-ch sf,6,sequential,1,"(0,0) -> (0,0)",-1000006,0,4.5831e-05,1,1
URS-ch sf,6,parallel,1,"(0,0) -> (0,0)",-1000006,0,2.072e-06,22.1192,22.1192
URS-ch sf,6,parallel,2,"(0,0) -> (0,0)",-1000006,0,2.099e-06,21.8347,10.9173
URS-ch sf,6,parallel,4,"(0,0) -> (0,0)",-1000006,0,2.134e-06,21.4766,5.36914
URS-ch sf,6,parallel,8,"(0,0) -> (0,0)",-1000006,0,2.166e-06,21.1593,2.64491
URS-ch sf,6,parallel,16,"(0,0) -> (0,0)",-1000006,0,2.087e-06,21.9602,1.37251
URS-ch sf,4,sequential,1,"(4,7) -> (3,7)",-550,6318,0.00821043,1,1
URS-ch sf,4,parallel,1,"(4,7) -> (3,7)",-550,6696,0.0115478,0.710996,0.710996
URS-ch sf,4,parallel,2,"(4,7) -> (3,7)",-550,10971,0.0140582,0.584031,0.292015
URS-ch sf,4,parallel,4,"(4,7) -> (3,7)",-550,7356,0.0117166,0.700753,0.175188
URS-ch sf,4,parallel,8,"(4,7) -> (3,7)",-550,8218,0.0122659,0.669368,0.083671
URS-ch sf,4,parallel,16,"(4,7) -> (3,7)",-550,4641,0.0104418,0.786307,0.0491442
URS-ch sf,5,sequential,1,"(4,6) -> (2,4)",-450,17796,0.0362472,1,1
URS-ch sf,5,parallel,1,"(4,6) -> (2,4)",-450,22661,0.0423693,0.855507,0.855507
URS-ch sf,5,parallel,2,"(4,6) -> (2,4)",-450,30121,0.069269,0.523282,0.261641
URS-ch sf,5,parallel,4,"(4,6) -> (2,4)",-450,33448,0.07616,0.475935,0.118984
URS-ch sf,5,parallel,8,"(4,6) -> (2,4)",-450,43970,0.113287,0.319958,0.0399947
URS-ch sf,5,parallel,16,"(4,6) -> (2,4)",-450,48039,0.124732,0.2906,0.0181625
URS-ch sf,6,sequential,1,"(4,6) -> (2,4)",-650,144853,0.172368,1,1
URS-ch sf,6,parallel,1,"(4,6) -> (2,4)",-650,161490,0.222037,0.776303,0.776303
URS-ch sf,6,parallel,2,"(6,2) -> (2,2)",-650,239329,0.276654,0.623045,0.311523
URS-ch sf,6,parallel,4,"(4,6) -> (2,4)",-650,383559,0.379878,0.453746,0.113437
URS-ch sf,6,parallel,8,"(4,6) -> (2,4)",-650,538188,0.508288,0.339115,0.0423894
URS-ch sf,6,parallel,16,"(4,6) -> (2,4)",-650,673478,0.607645,0.283666,0.0177291
URS-ch sf,4,sequential,1,"(3,1) -> (4,2)",0,1824,0.00299466,1,1
URS-ch sf,4,parallel,1,"(3,1) -> (4,2)",0,1958,0.00441659,0.678049,0.678049
URS-ch sf,4,parallel,2,"(3,1) -> (0,4)",0,2152,0.00546558,0.547913,0.273956
URS-ch sf,4,parallel,4,"(3,1) -> (0,4)",0,1859,0.00391482,0.764955,0.191239
URS-ch sf,4,parallel,8,"(3,1) -> (4,2)",0,2283,0.00419649,0.713611,0.0892013
URS-ch sf,4,parallel,16,"(3,1) -> (4,2)",0,1958,0.00427693,0.70019,0.0437619
URS-ch sf,5,sequential,1,"(3,1) -> (0,4)",100,6641,0.0124288,1,1
URS-ch sf,5,parallel,1,"(3,1) -> (0,4)",100,7850,0.0150101,0.828028,0.828028
URS-ch sf,5,parallel,2,"(3,1) -> (2,0)",100,5654,0.0095637,1.29958,0.649791
URS-ch sf,5,parallel,4,"(3,1) -> (0,4)",100,10455,0.019365,0.641819,0.160455
URS-ch sf,5,parallel,8,"(3,1) -> (0,4)",100,10789,0.0207239,0.599734,0.0749668
URS-ch sf,5,parallel,16,"(3,1) -> (0,4)",100,10789,0.0207585,0.598733,0.0374208
URS-ch sf,6,sequential,1,"(3,1) -> (4,2)",0,38833,0.0593093,1,1
URS-ch sf,6,parallel,1,"(3,1) -> (4,2)",0,46475,0.0808377,0.733684,0.733684
URS-ch sf,6,parallel,2,"(3,1) -> (1,3)",0,48747,0.0828329,0.716011,0.358005
URS-ch sf,6,parallel,4,"(3,1) -> (4,2)",0,75853,0.11257,0.526866,0.131717
URS-ch sf,6,parallel,8,"(3,1) -> (4,2)",0,99570,0.133107,0.445576,0.0556969
URS-ch sf,6,parallel,16,"(3,1) -> (4,2)",0,78471,0.108816,0.545042,0.0340651
URS-ch sf,4,sequential,1,"(6,6) -> (1,1)",230,13330,0.0205802,1,1
URS-ch sf,4,parallel,1,"(6,6) -> (1,1)",230,16021,0.0283684,0.725462,0.725462
URS-ch sf,4,parallel,2,"(6,6) -> (1,1)",230,18047,0.0301838,0.68183,0.340915
URS-ch sf,4,parallel,4,"(6,6) -> (1,1)",230,17552,0.0291974,0.704864,0.176216
URS-ch sf,4,parallel,8,"(6,6) -> (1,1)",230,17280,0.0288831,0.712535,0.0890668
URS-ch sf,4,parallel,16,"(6,6) -> (1,1)",230,17049,0.0287951,0.714714,0.0446696
URS-ch sf,5,sequential,1,"(6,6) -> (5,7)",-100,12263,0.0243641,1,1
URS-ch sf,5,parallel,1,"(6,6) -> (5,7)",-100,12829,0.0268695,0.906758,0.906758
URS-ch sf,5,parallel,2,"(6,6) -> (5,7)",-100,23338,0.0481392,0.506119,0.25306
URS-ch sf,5,parallel,4,"(6,6) -> (5,7)",-100,29331,0.05993,0.406544,0.101636
URS-ch sf,5,parallel,8,"(6,6) -> (5,7)",-100,32531,0.0666275,0.365677,0.0457097
URS-ch sf,5,parallel,16,"(6,6) -> (5,7)",-100,27319,0.0561484,0.433924,0.0271202
URS-ch sf,6,sequential,1,"(6,6) -> (1,1)",630,329667,0.441069,1,1
URS-ch sf,6,parallel,1,"(6,6) -> (1,1)",630,437624,0.616086,0.715921,0.715921
URS-ch sf,6,parallel,2,"(6,6) -> (1,1)",630,441071,0.618544,0.713076,0.356538
URS-ch sf,6,parallel,4,"(6,6) -> (1,1)",630,453051,0.632034,0.697856,0.174464
URS-ch sf,6,parallel,8,"(6,6) -> (1,1)",630,473717,0.648679,0.679949,0.0849936
URS-ch sf,6,parallel,16,"(6,6) -> (1,1)",630,486628,0.667996,0.660287,0.0412679
URS-ch sf,4,sequential,1,"(2,3) -> (2,7)",-20,727,0.00153376,1,1
URS-ch sf,4,parallel,1,"(2,3) -> (2,7)",-20,873,0.00286671,0.535025,0.535025
URS-ch sf,4,parallel,2,"(2,3) -> (2,7)",-20,873,0.00510988,0.300156,0.150078
URS-ch sf,4,parallel,4,"(2,3) -> (2,7)",-20,873,0.00229326,0.668813,0.167203
URS-ch sf,4,parallel,8,"(2,3) -> (2,7)",-20,873,0.00224729,0.682494,0.0853118
URS-ch sf,4,parallel,16,"(2,3) -> (2,7)",-20,873,0.00227142,0.675243,0.0422027
URS-ch sf,5,sequential,1,"(2,3) -> (2,7)",-120,4483,0.00323163,1,1
URS-ch sf,5,parallel,1,"(2,3) -> (2,7)",-120,7323,0.00576605,0.560459,0.560459
URS-ch sf,5,parallel,2,"(2,3) -> (2,7)",-120,7323,0.00557282,0.579892,0.289946
URS-ch sf,5,parallel,4,"(2,3) -> (2,7)",-120,7323,0.0053609,0.602815,0.150704
URS-ch sf,5,parallel,8,"(2,3) -> (2,7)",-120,7323,0.005292,0.610663,0.0763329
URS-ch sf,5,parallel,16,"(2,3) -> (2,7)",-120,7323,0.00537345,0.601407,0.037588
URS-ch sf,6,sequential,1,"(2,3) -> (2,7)",-20,9099,0.0134844,1,1
URS-ch sf,6,parallel,1,"(2,3) -> (2,7)",-20,14390,0.0257262,0.524152,0.524152
URS-ch sf,6,parallel,2,"(2,3) -> (2,7)",-20,14390,0.025854,0.521562,0.260781
URS-ch sf,6,parallel,4,"(2,3) -> (2,7)",-20,14390,0.0255019,0.528763,0.132191
URS-ch sf,6,parallel,8,"(2,3) -> (2,7)",-20,14390,0.025823,0.522187,0.0652734
URS-ch sf,6,parallel,16,"(2,3) -> (2,7)",-20,14390,0.0262056,0.514564,0.0321603
URS-ch sf,4,sequential,1,"(0,2) -> (1,1)",100,1102,0.00114111,1,1
URS-ch sf,4,parallel,1,"(0,2) -> (1,1)",100,1102,0.00108135,1.05526,1.05526
URS-ch sf,4,parallel,2,"(0,2) -> (1,1)",100,1102,0.00150861,0.756401,0.3782
URS-ch sf,4,parallel,4,"(0,2) -> (1,1)",100,1102,0.0012721,0.897032,0.224258
URS-ch sf,4,parallel,8,"(0,2) -> (1,1)",100,1102,0.00115344,0.989309,0.123664
URS-ch sf,4,parallel,16,"(0,2) -> (1,1)",100,1102,0.00124672,0.915295,0.0572059
URS-ch sf,5,sequential,1,"(0,2) -> (1,1)",0,4009,0.00616543,1,1
URS-ch sf,5,parallel,1,"(0,2) -> (1,1)",0,4024,0.00645264,0.955489,0.955489
URS-ch sf,5,parallel,2,"(0,2) -> (1,1)",0,4024,0.00635277,0.970511,0.485255
URS-ch sf,5,parallel,4,"(0,2) -> (1,1)",0,4024,0.00632631,0.974569,0.243642
URS-ch sf,5,parallel,8,"(0,2) -> (1,1)",0,4024,0.00638029,0.966324,0.120791
URS-ch sf,5,parallel,16,"(0,2) -> (1,1)",0,4024,0.00646875,0.953109,0.0595693
URS-ch sf,6,sequential,1,"(0,2) -> (1,1)",100,32065,0.0390412,1,1
URS-ch sf,6,parallel,1,"(0,2) -> (1,1)",100,32110,0.0394648,0.989266,0.989266
URS-ch sf,6,parallel,2,"(0,2) -> (1,1)",100,32110,0.0393367,0.992487,0.496243
URS-ch sf,6,parallel,4,"(0,2) -> (1,1)",100,32110,0.0395844,0.986277,0.246569
URS-ch sf,6,parallel,8,"(0,2) -> (1,1)",100,32110,0.0395288,0.987664,0.123458
URS-ch sf,6,parallel,16,"(0,2) -> (1,1)",100,32110,0.0396868,0.983733,0.0614833
URS-ch23,4,sequential,1,"(5,3) -> (2,0)",-90,1599,0.00253575,1,1
URS-ch23,4,parallel,1,"(5,3) -> (2,0)",-90,1791,0.00437377,0.579762,0.579762
URS-ch23,4,parallel,2,"(5,3) -> (2,0)",-90,1791,0.00418605,0.605761,0.30288
URS-ch23,4,parallel,4,"(5,3) -> (2,0)",-90,1791,0.00366596,0.6917,0.172925
URS-ch23,4,parallel,8,"(5,3) -> (2,0)",-90,1791,0.00357486,0.709328,0.088666
URS-ch23,4,parallel,16,"(5,3) -> (2,0)",-90,1791,0.00354981,0.714333,0.0446458
URS-ch23,5,sequential,1,"(5,3) -> (2,0)",10,12335,0.00938366,1,1
URS-ch23,5,parallel,1,"(5,3) -> (2,0)",10,16026,0.0126531,0.741612,0.741612
URS-ch23,5,parallel,2,"(5,3) -> (2,0)",10,16026,0.0127384,0.736645,0.368323
URS-ch23,5,parallel,4,"(5,3) -> (2,0)",10,16026,0.0122739,0.764524,0.191131
URS-ch23,5,parallel,8,"(5,3) -> (2,0)",10,16026,0.0121768,0.770621,0.0963276
URS-ch23,5,parallel,16,"(5,3) -> (2,0)",10,16026,0.0122593,0.765433,0.0478396
URS-ch23,6,sequential,1,"(5,3) -> (2,0)",-90,26925,0.0369538,1,1
URS-ch23,6,parallel,1,"(5,3) -> (2,0)",-90,34776,0.0540442,0.68377,0.68377
