position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
Riga-ch sf,6,sequential,1,"(6,5) -> (6,4)",-760,12735,0.014092,1,1
Riga-ch sf,6,parallel,1,"(6,5) -> (6,4)",-760,12813,0.0145737,0.966943,0.966943
Riga tt,4,sequential,1,"(1,4) -> (2,3)",190,4193,0.0123079,1,1
Riga tt,4,parallel,1,"(1,4) -> (2,3)",190,4459,0.0146799,0.838417,0.838417
Riga tt,5,sequential,1,"(3,4) -> (4,3)",-20,41310,0.0443209,1,1
Riga tt,5,parallel,1,"(3,4) -> (4,3)",-20,59317,0.0557656,0.794771,0.794771
Riga tt,6,sequential,1,"(1,4) -> (2,3)",310,97889,0.268283,1,1
Riga tt,6,parallel,1,"(1,4) -> (2,3)",310,135066,0.428695,0.625812,0.625812
Riga-ch sf,4,sequential,1,"(1,0) -> (3,0)",510,6132,0.0102292,1,1
Riga-ch sf,4,parallel,1,"(1,0) -> (3,0)",510,6557,0.0133013,0.769037,0.769037
Riga-ch sf,5,sequential,1,"(1,3) -> (2,4)",400,28625,0.0369954,1,1
Riga-ch sf,5,parallel,1,"(1,3) -> (2,4)",400,40498,0.0468828,0.789104,0.789104
Riga-ch sf,6,sequential,1,"(1,3) -> (2,4)",600,159874,0.185828,1,1
Riga-ch sf,6,parallel,1,"(1,3) -> (2,4)",600,189166,0.266668,0.696851,0.696851
Riga-ch,4,sequential,1,"(6,6) -> (6,7)",300,6011,0.00715206,1,1
Riga-ch,4,parallel,1,"(6,6) -> (6,7)",300,6432,0.00840134,0.8513,0.8513
Riga-ch,5,sequential,1,"(6,6) -> (6,0)",-100,17085,0.0154537,1,1
Riga-ch,5,parallel,1,"(6,6) -> (6,0)",-100,21167,0.018208,0.848729,0.848729
Riga-ch,6,sequential,1,"(6,6) -> (6,0)",0,57555,0.0764343,1,1
Riga-ch,6,parallel,1,"(6,6) -> (6,0)",0,68805,0.10238,0.746577,0.746577
LAT-ch sf,4,sequential,1,"(1,1) -> (2,2)",200,1318,0.00175355,1,1
LAT-ch sf,4,parallel,1,"(1,1) -> (2,2)",200,1341,0.00200146,0.876138,0.876138
LAT-ch sf,5,sequential,1,"(1,1) -> (2,2)",200,3459,0.00570509,1,1
LAT-ch sf,5,parallel,1,"(1,1) -> (2,2)",200,4032,0.00710591,0.802865,0.802865
LAT-ch sf,6,sequential,1,"(4,3) -> (5,3)",600,82709,0.0613897,1,1
LAT-ch sf,6,parallel,1,"(4,3) -> (5,3)",600,98483,0.0734953,0.835287,0.835287
LAT-ch,4,sequential,1,"(7,0) -> (7,2)",-210,7184,0.0083744,1,1
LAT-ch,4,parallel,1,"(7,0) -> (7,2)",-210,7290,0.00923968,0.906352,0.906352
LAT-ch,5,sequential,1,"(7,0) -> (7,2)",-100,31544,0.0529282,1,1
LAT-ch,5,parallel,1,"(7,0) -> (7,2)",-100,34503,0.055698,0.950272,0.950272
LAT-ch,6,sequential,1,"(7,0) -> (7,2)",-210,236498,0.242839,1,1
LAT-ch,6,parallel,1,"(7,0) -> (7,2)",-210,245434,0.261052,0.930232,0.930232
LAT-ch,4,sequential,1,"(6,4) -> (6,1)",-600,9001,0.00759536,1,1
LAT-ch,4,parallel,1,"(6,4) -> (6,1)",-600,9147,0.00873033,0.869997,0.869997
LAT-ch,5,sequential,1,"(6,4) -> (6,1)",-170,29986,0.0643424,1,1
LAT-ch,5,parallel,1,"(6,4) -> (6,1)",-170,33870,0.0673886,0.954797,0.954797
LAT-ch,6,sequential,1,"(6,4) -> (6,1)",-370,303887,0.303142,1,1
LAT-ch,6,parallel,1,"(6,4) -> (6,1)",-370,314069,0.331118,0.915512,0.915512
LAT-ch,4,sequential,1,"(0,3) -> (0,1)",-400,1074,0.00327735,1,1
LAT-ch,4,parallel,1,"(0,3) -> (0,1)",-400,1209,0.00445648,0.735411,0.735411
LAT-ch,5,sequential,1,"(0,3) -> (0,1)",-100,8918,0.00888966,1,1
LAT-ch,5,parallel,1,"(0,3) -> (0,1)",0,13263,0.0134697,0.659972,0.659972
LAT-ch,6,sequential,1,"(4,6) -> (2,6)",-400,34921,0.0806662,1,1
LAT-ch,6,parallel,1,"(4,6) -> (2,6)",-400,45247,0.116991,0.689506,0.689506
LAT-ch,4,sequential,1,"(2,2) -> (7,2)",10,2794,0.00528922,1,1
LAT-ch,4,parallel,1,"(2,2) -> (7,2)",10,2892,0.0061356,0.862054,0.862054
LAT-ch,5,sequential,1,"(2,2) -> (7,2)",-90,15613,0.0211773,1,1
LAT-ch,5,parallel,1,"(2,2) -> (7,2)",-90,17932,0.0233809,0.905751,0.905751
LAT-ch,6,sequential,1,"(2,2) -> (7,2)",10,64067,0.115329,1,1
LAT-ch,6,parallel,1,"(2,2) -> (7,2)",10,69140,0.134924,0.854769,0.854769
LAT-ch,4,sequential,1,"(2,1) -> (2,5)",1070,15453,0.0156666,1,1
LAT-ch,4,parallel,1,"(2,1) -> (2,5)",1070,15877,0.0172996,0.905602,0.905602
LAT-ch,5,sequential,1,"(2,1) -> (1,1)",670,14102,0.0229264,1,1
LAT-ch,5,parallel,1,"(2,1) -> (1,1)",670,15986,0.0249017,0.920678,0.920678
LAT-ch,6,sequential,1,"(2,1) -> (2,5)",1070,282159,0.253506,1,1
LAT-ch,6,parallel,1,"(2,1) -> (2,5)",1070,327638,0.289832,0.874664,0.874664
LAT-ch,4,sequential,1,"(5,3) -> (2,3)",380,3039,0.00578176,1,1
LAT-ch,4,parallel,1,"(5,3) -> (2,3)",380,3344,0.00672864,0.859277,0.859277
LAT-ch,5,sequential,1,"(5,3) -> (2,6)",600,61843,0.0625473,1,1
LAT-ch,5,parallel,1,"(5,3) -> (6,3)",600,61699,0.0593855,1.05324,1.05324
LAT-ch,6,sequential,1,"(5,3) -> (6,3)",380,78189,0.150356,1,1
LAT-ch,6,parallel,1,"(5,3) -> (6,3)",380,98714,0.200663,0.749296,0.749296
LAT-ch,4,sequential,1,"(7,4) -> (5,5)",-500,1486,0.00483408,1,1
LAT-ch,4,parallel,1,"(7,4) -> (5,5)",-500,1534,0.00527188,0.916955,0.916955
LAT-ch,5,sequential,1,"(7,4) -> (5,5)",0,7895,0.0165207,1,1
LAT-ch,5,parallel,1,"(7,4) -> (5,5)",0,9359,0.017927,0.921556,0.921556
LAT-ch,6,sequential,1,"(7,4) -> (5,5)",-500,25872,0.0604703,1,1
LAT-ch,6,parallel,1,"(7,4) -> (5,5)",-500,30054,0.0798529,0.757271,0.757271
LAT-ch sf,4,sequential,1,"(5,6) -> (2,6)",-600,1074,0.00302609,1,1
LAT-ch sf,4,parallel,1,"(5,6) -> (2,6)",-600,1240,0.00411059,0.736168,0.736168
LAT-ch sf,5,sequential,1,"(1,0) -> (0,0)",-100,11050,0.0165943,1,1
LAT-ch sf,5,parallel,1,"(1,0) -> (0,0)",300,14100,0.0232,0.715272,0.715272
LAT-ch sf,6,sequential,1,"(5,6) -> (2,6)",-600,16277,0.0359084,1,1
LAT-ch sf,6,parallel,1,"(5,6) -> (2,6)",-600,18395,0.0432106,0.83101,0.83101
LAT-ch,4,sequential,1,"(5,2) -> (5,3)",-50,5968,0.0136258,1,1
LAT-ch,4,parallel,1,"(5,2) -> (5,3)",-50,6432,0.0168643,0.807966,0.807966
LAT-ch,5,sequential,1,"(5,2) -> (5,5)",270,68395,0.0716814,1,1
LAT-ch,5,parallel,1,"(5,2) -> (5,5)",270,87212,0.0828446,0.865252,0.865252
LAT-ch,6,sequential,1,"(2,6) -> (2,7)",-50,93603,0.215443,1,1
LAT-ch,6,parallel,1,"(2,6) -> (2,7)",-50,133406,0.339884,0.633871,0.633871
LAT-ch sf,4,sequential,1,"(7,4) -> (6,4)",-730,694,0.000708341,1,1
LAT-ch sf,4,parallel,1,"(7,4) -> (6,4)",-730,694,0.000675884,1.04802,1.04802
LAT-ch sf,5,sequential,1,"(7,4) -> (6,4)",-400,2168,0.00491953,1,1
LAT-ch sf,5,parallel,1,"(7,4) -> (6,4)",-400,2168,0.0049356,0.996745,0.996745
LAT-ch sf,6,sequential,1,"(7,4) -> (6,4)",-730,9654,0.0127873,1,1
LAT-ch sf,6,parallel,1,"(7,4) -> (6,4)",-730,9654,0.0128257,0.997002,0.997002
LAT-ch sf,4,sequential,1,"(2,1) -> (1,1)",500,1225,0.00152469,1,1
LAT-ch sf,4,parallel,1,"(2,1) -> (1,1)",500,1252,0.00173583,0.878362,0.878362
LAT-ch sf,5,sequential,1,"(2,1) -> (1,1)",500,3918,0.00483851,1,1
LAT-ch sf,5,parallel,1,"(2,1) -> (1,1)",500,4091,0.00521643,0.927553,0.927553
LAT-ch sf,6,sequential,1,"(2,1) -> (1,1)",500,26033,0.0261406,1,1
LAT-ch sf,6,parallel,1,"(2,1) -> (1,1)",500,26844,0.0277036,0.943582,0.943582
URS-chT,4,sequential,1,"(7,3) -> (0,3)",-200,1904,0.00604919,1,1
URS-chT,4,parallel,1,"(7,3) -> (0,3)",-200,1969,0.00676737,0.893876,0.893876
URS-chT,5,sequential,1,"(7,3) -> (0,3)",-100,19120,0.0181025,1,1
URS-chT,5,parallel,1,"(7,3) -> (0,3)",-100,22900,0.0208226,0.869371,0.869371
URS-chT,6,sequential,1,"(7,3) -> (0,3)",-200,36678,0.0905695,1,1
URS-chT,6,parallel,1,"(7,3) -> (0,3)",-200,45664,0.120643,0.750722,0.750722
LAT-ch,4,sequential,1,"(3,2) -> (4,2)",90,428,0.000465811,1,1
LAT-ch,4,parallel,1,"(3,2) -> (4,2)",90,486,0.000629627,0.739821,0.739821
LAT-ch,5,sequential,1,"(3,2) -> (4,1)",90,2146,0.0014993,1,1
LAT-ch,5,parallel,1,"(3,2) -> (4,1)",90,3080,0.00210312,0.712894,0.712894
LAT-ch,6,sequential,1,"(3,2) -> (4,1)",90,3279,0.00369347,1,1
LAT-ch,6,parallel,1,"(3,2) -> (4,1)",90,4867,0.0063292,0.583561,0.583561
LAT-ch,4,sequential,1,"(0,6) -> (2,7)",130,16695,0.0219748,1,1
LAT-ch,4,parallel,1,"(0,6) -> (2,7)",130,17436,0.0237969,0.923432,0.923432
LAT-ch,5,sequential,1,"(2,6) -> (3,6)",-90,59959,0.114328,1,1
LAT-ch,5,parallel,1,"(2,6) -> (3,6)",-90,71922,0.123605,0.924951,0.924951
LAT-ch,6,sequential,1,"(4,3) -> (5,2)",130,388489,0.528767,1,1
LAT-ch,6,parallel,1,"(4,3) -> (5,2)",130,441157,0.661636,0.79918,0.79918
